Trackline 	 BlockID  	 EntrySignal 	 ExitSignal 	 BlockStartX[Km] 	BlockEndX[Km] 	 topologypartID 	 TopoPartStartX[Km] 	TopoPartEndX[Km] 	 length 	 gradient 	 curve 	 speedlimit
0	@50-B0@	Sign_14.710_tr_0	Sign_15.010_tr_0	14.710000	15.010000	@50-B0@-1	14.749000	14.833000	0.084000	0.000000	10000.000000	19.444444
0	@50-B0@	Sign_14.710_tr_0	Sign_15.010_tr_0	14.710000	15.010000	@50-B0@-2	14.833000	14.994000	0.161000	0.004500	10000.000000	19.444444
0	@50-B0@	Sign_14.710_tr_0	Sign_15.010_tr_0	14.710000	15.010000	@50-B0@-3	14.994000	15.010000	0.016000	0.004500	100.000000	19.444444
0	@51-B0@	Sign_15.010_tr_0	Sign_15.310_tr_0	15.010000	15.310000	@51-B0@-0	15.010000	15.020000	0.010000	0.004500	100.000000	19.444444
0	@51-B0@	Sign_15.010_tr_0	Sign_15.310_tr_0	15.010000	15.310000	@51-B0@-1	15.020000	15.094000	0.074000	0.004500	10000.000000	19.444444
0	@51-B0@	Sign_15.010_tr_0	Sign_15.310_tr_0	15.010000	15.310000	@51-B0@-2	15.094000	15.310000	0.216000	0.000000	10000.000000	19.444444
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-0	15.310000	15.339000	0.029000	0.000000	10000.000000	19.444444
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-1	15.339000	15.425000	0.086000	0.000000	10000.000000	19.444444
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-2	15.425000	15.435000	0.010000	0.000000	10000.000000	8.333333
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-3	15.435000	15.455000	0.020000	0.000000	10000.000000	19.444444
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-4	15.455000	15.480000	0.025000	-0.010000	10000.000000	19.444444
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-5	15.480000	15.498000	0.018000	-0.010000	10000.000000	16.666667
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-6	15.498000	15.549000	0.051000	-0.010000	500.000000	16.666667
0	@52-B0@	Sign_15.310_tr_0	Sign_15.610_tr_0	15.310000	15.610000	@52-B0@-7	15.549000	15.610000	0.061000	-0.020000	500.000000	16.666667
0	@53-B0@	Sign_15.610_tr_0	Sign_15.910_tr_0	15.610000	15.910000	@53-B0@-0	15.610000	15.665000	0.055000	-0.020000	500.000000	16.666667
0	@53-B0@	Sign_15.610_tr_0	Sign_15.910_tr_0	15.610000	15.910000	@53-B0@-1	15.665000	15.675000	0.010000	-0.020000	500.000000	8.333333
