0	0.5
1	0.79
2	0.021
3	0.072
4	0.0135
5	0.0145
6	1.501
7	1.5
8	1.5
9	1.407
10	0.021
11	0.699
12	0.021
13	1.501
14	1.501
15	1.501
16	0.667
17	0.021
18	0.069
19	0.021
20	0.124
21	0.021
22	0.754
23	0.015
24	0.016
25	1.501
26	1.5
27	1.5
28	0.397
29	0.021
30	0.699
31	0.021
32	0.629
33	0.021
34	1.5
35	1.5
36	1.5
37	1.5
38	1.114
39	0.021
40	1.5
41	1.5
42	1.5
43	1.501
44	0.882
45	0.021
46	1.501
47	1.501
48	1.501
49	1.501
50	1.501
51	1.501
52	1.501
53	1.184
54	0.021
55	0.854
56	0.021
57	1.501
58	1.501
59	1.501
60	0.528
61	0.021
62	1.501
63	1.501
64	1.501
65	1.501
66	1.501
67	1.501
68	1.501
69	1.501
70	1.5
71	1.5
72	1.5
73	1.5
74	1.055
