0	B
1	B
2	A
3	A
4	A
5	A
6	A
7	A
8	A
9	A
10	A
11	A
12	B
13	A
14	A
15	A
16	A
17	B
18	B
19	B
20	A
21	A
22	A
23	B
24	A
25	A
26	A
27	B
28	A
29	A
30	A
31	A
32	A
33	C
34	C
35	C
36	C
37	D
38	D
39	E
40	E
41	E
42	E
43	F
44	F
45	G
46	G
47	H
48	H
49	D
50	D
51	H
52	H
53	C
54	C
55	D
56	D
57	A
58	A
59	A
60	A
61	A
62	E
63	E
64	E
65	E
66	C
67	C
68	C
69	C
70	E
71	E
72	E
73	E
