100	1	2	86521.05593395773	-0.0	44.44444444444444
101	2	3	616465.700549525	-0.0	44.44444444444444
102	3	4	21166.339343250675	-0.0	44.44444444444444
103	4	5	21166.339343250675	-0.0	44.44444444444444
104	5	6	18005.560730780584	-0.0	44.44444444444444
105	6	7	15013.146639552962	-0.0	44.44444444444444
106	7	8	14651.91906661238	-0.0	44.44444444444444
107	8	9	7558.578661455816	-0.0	30.555555555555557
108	9	10	3236.8173205399858	-0.0	30.555555555555557
109	10	11	3726.756389648251	-0.0	30.555555555555557
110	11	12	1586.8639559769836	-0.0	30.555555555555557
111	12	13	11387.989244546035	-0.0	30.555555555555557
112	13	14	7636.768696669075	-0.0	30.555555555555557
113	14	15	3968.319284653484	-0.0	30.555555555555557
114	15	16	7860.942816494448	-0.0	30.555555555555557
115	16	17	9793.845340966933	-0.0	30.555555555555557
116	17	18	4912.587538174091	-0.0	30.555555555555557
117	18	19	48179.5128619825	-0.0	30.555555555555557
118	19	20	98973.52694077614	-0.0	30.555555555555557
119	20	21	50000.0	-0.0	30.555555555555557
120	21	22	59625.49893482104	-0.0	30.555555555555557
121	22	23	70284.82767092073	-0.0	30.555555555555557
122	23	24	45760.01457294831	-0.0	41.66666666666666
123	24	25	21539.907129046267	-0.0	41.66666666666666
124	25	26	8178.3605191193565	-0.0	41.66666666666666
125	26	27	7630.346409231294	-0.0	41.66666666666666
126	27	28	27160.10314805596	-0.0	41.66666666666666
127	28	29	6892.974710100751	-0.0	41.66666666666666
128	29	30	14827.809777561382	-0.0	41.66666666666666
129	30	31	1231.810619854587	-0.0	41.66666666666666
130	31	32	1896.193932128022	-0.0	41.66666666666666
131	32	33	1761.9257072135235	-0.0	41.66666666666666
132	33	34	10115.394255366951	-0.0	41.66666666666666
133	34	35	7105.4772523281945	-0.0	41.66666666666666
134	35	36	51511.32150798062	-0.0	41.66666666666666
135	36	37	2247.2344813974023	-0.0	41.66666666666666
136	37	38	1528.3136760821014	-0.0	41.66666666666666
137	38	39	2249.747266661628	-0.0	41.66666666666666
138	39	40	2046.9903324140485	-0.0	41.66666666666666
139	40	41	2801.828069232894	-0.0	41.66666666666666
140	41	42	2610.741048918909	-0.0	41.66666666666666
141	42	43	3607.933552277808	-0.0	41.66666666666666
142	43	44	3219.3674610639846	-0.0	41.66666666666666
143	44	45	92151.87261021808	-0.0	50.0
144	45	46	246192.39670852575	-0.0	50.0
145	46	47	246192.39670852575	-0.0	50.0
146	47	48	199277.7319245001	-0.0	50.0
147	48	49	199277.7319245001	-0.0	50.0
148	49	50	187127.89825697624	-0.0	50.0
149	50	51	187127.89825697624	-0.0	50.0
150	51	52	219410.99783069655	-0.0	50.0
151	52	53	171546.12391167902	-0.0	50.0
152	53	54	76484.0763208524	-0.0	50.0
153	54	55	76484.0763208524	-0.0	50.0
154	55	56	76484.0763208524	-0.0	50.0
155	56	57	103841.26431326912	-0.0	50.0
156	57	58	215883.1441721598	-0.0	50.0
157	58	59	68377.75127388482	-0.0	50.0
158	59	60	68377.75127388482	-0.0	50.0
159	60	61	33458.33738110465	-0.0	50.0
160	61	62	27998.06246877628	-0.0	50.0
161	62	63	13538.3283315414	-0.0	50.0
162	63	64	16115.33584442327	-0.0	50.0
163	64	65	7170.583941268424	-0.0	50.0
164	65	66	152565.67709663376	-0.0	50.0
165	66	67	92337.60436333102	-0.0	50.0
166	67	68	92337.60436333102	-0.0	50.0
167	68	69	27543.80083501012	-0.0	50.0
168	69	70	27543.80083501012	-0.0	50.0
169	70	71	27543.80083501012	-0.0	50.0
170	71	72	27543.80083501012	-0.0	50.0
171	72	73	27543.80083501012	-0.0	50.0
172	73	74	27543.80083501012	-0.0	50.0
173	74	75	28371.232818734126	-0.0	50.0
174	75	76	28371.232818734126	-0.0	50.0
175	76	77	53014.11654565796	-0.0	50.0
176	77	78	8789.359414576536	-0.0	50.0
177	78	79	5579.602990233535	-0.0	50.0
178	79	80	32712.90913956703	-0.0	50.0
179	80	81	14637.9045084694	-0.0	50.0
180	81	82	6319.304132723539	-0.0	50.0
181	82	83	26345.683664285803	-0.0	50.0
182	83	84	112271.53724392476	-0.0	50.0
183	84	85	208110.12399827968	-0.0	50.0
184	85	86	24382.298044147286	-0.0	50.0
185	86	87	33713.18689046761	-0.0	50.0
186	87	88	99718.54310045428	-0.0	50.0
187	88	89	50000.0	-0.0	50.0
188	89	90	29377.53223045711	-0.0	50.0
189	90	91	29377.53223045711	-0.0	50.0
190	91	92	27631.60120661639	-0.0	50.0
191	92	93	87384.56474643714	-0.0	50.0
192	93	94	23767.386270319003	-0.0	50.0
193	94	95	13190.40940996258	-0.0	50.0
194	95	96	13190.40940996258	-0.0	50.0
195	96	97	3263.434006412434	-0.0	50.0
196	97	98	5367.323886183884	-0.0	50.0
197	98	99	16095.517955096548	-0.0	50.0
198	99	100	15027.580641899676	-0.0	50.0
199	100	101	7070.762013156287	-0.0	50.0
200	101	102	16415.256111890776	-0.0	50.0
201	102	103	41193.59185259225	-0.0	50.0
202	103	104	35598.56235186585	-0.0	50.0
203	104	105	35598.56235186585	-0.0	50.0
204	105	106	251757.16000066837	-0.0	50.0
205	106	107	87997.11704720266	-0.0	50.0
206	107	108	87997.11704720266	-0.0	50.0
207	108	109	87997.11704720266	-0.0	50.0
208	109	110	87997.11704720266	-0.0	50.0
209	110	111	50000.0	-0.0	47.22222222222222
210	111	112	50000.0	-0.0	47.22222222222222
211	112	113	19872.434315502654	-0.0	47.22222222222222
212	113	114	19872.434315502654	-0.0	47.22222222222222
213	114	115	35302.847968280905	-0.0	47.22222222222222
214	115	116	35302.847968280905	-0.0	47.22222222222222
