0	0.430
1	0.430
2	0.430
3	0.065
4	0.365
5	0.430
6	0.430
7	0.430
8	0.430
9	0.430
10	0.430
11	0.430
12	0.430
13	0.430
14	0.430
15	0.430
16	0.430
17	0.430
18	0.215
19	0.215
20	0.160
21	0.455
22	0.0825
23	0.1625
24	0.430
25	0.430
26	0.430
27	0.430
28	0.333
29	0.097
30	0.430
31	0.430
32	0.430
33	0.2805
34	0.1495
35	0.430
36	0.430
37	0.430
38	0.307
39	0.123
40	0.366
41	0.064
42	0.430
43	0.368
44	0.062
45	0.430
46	0.430
47	0.430
48	0.430
49	0.430
50	0.430
51	0.430
52	0.430
53	0.430
54	0.430
55	0.1175
56	0.3125
57	0.430
58	0.430
59	0.430
60	0.430
61	0.430
62	0.430
63	0.2675
64	0.1255
65	0.467
66	0.1285
67	0.1635
68	0.138
69	0.045
70	0.060
71	0.325
72	0.430
73	0.430
74	0.430
75	0.430
76	0.116
