0	0.21
1	0.3
2	0.3
3	0.301
4	0.301
5	0.301
6	0.301
7	0.301
8	0.301
9	0.301
10	0.301
11	0.301
12	0.301
13	0.3
14	0.3
15	0.3
16	0.3
17	0.3
18	0.3
19	0.3
20	0.3
21	0.3
22	0.3
23	0.3
24	0.3
25	0.2
26	0.4
27	0.301
28	0.301
29	0.301
30	0.301
31	0.301
32	0.301
33	0.301
34	0.301
35	0.301
36	0.301
37	0.301
38	0.301
39	0.301
40	0.301
41	0.301
42	0.301
43	0.301
44	0.301
45	0.301
46	0.301
47	0.301
48	0.301
49	0.301
50	0.301
51	0.301
52	0.25
53	0.251
54	0.3
55	0.3
56	0.3
57	0.3
58	0.3
59	0.3
60	0.3
61	0.3
62	0.3
63	0.3
64	0.3
65	0.3
66	0.3
67	0.3
68	0.3
69	0.3
70	0.3
71	0.3
72	0.3
73	0.3
74	0.3
75	0.3
76	0.25
77	0.3
78	0.3
79	0.25
80	0.15
81	0.26
82	0.3
83	0.3
84	0.3
85	0.3
86	0.3
87	0.3
88	0.3
89	0.3
90	0.3
91	0.3
92	0.3
93	0.3
94	0.3
95	0.3
96	0.3
97	0.3
98	0.25
99	0.2
100	0.32
101	0.32
102	0.32
103	0.32
104	0.32
105	0.3
106	0.301
107	0.301
108	0.301
109	0.301
110	0.301
111	0.301
112	0.301
113	0.301
114	0.301
115	0.301
116	0.251
117	0.301
118	0.301
119	0.301
120	0.301
121	0.301
122	0.301
123	0.301
124	0.301
125	0.230
126	0.301
127	0.351
128	0.251
129	0.301
130	0.301
131	0.301
132	0.301
133	0.301
134	0.301
135	0.261
136	0.301
137	0.301
138	0.201
139	0.251
140	0.331
141	0.251
142	0.301
143	0.301
144	0.301
145	0.301
146	0.301
147	0.301
148	0.301
149	0.201
150	0.301
151	0.421
152	0.181
153	0.301
154	0.301
155	0.301
156	0.301
157	0.301
158	0.301
159	0.201
160	0.201
161	0.301
162	0.301
163	0.301
164	0.301
165	0.301
166	0.301
167	0.301
168	0.301
169	0.301
170	0.301
171	0.301
172	0.301
173	0.301
174	0.301
175	0.301
176	0.301
177	0.301
178	0.301
179	0.301
180	0.301
181	0.301
182	0.301
183	0.301
184	0.301
185	0.301
186	0.301
187	0.301
188	0.181
189	0.221
190	0.401
191	0.401
192	0.301
193	0.301
194	0.301
195	0.301
196	0.301
197	0.301
198	0.301
199	0.301
200	0.301
201	0.301
202	0.301
203	0.301
204	0.301
205	0.301
206	0.301
207	0.301
208	0.301
209	0.301
210	0.301
211	0.301
212	0.301
213	0.3
214	0.3
215	0.3
216	0.3
217	0.3
218	0.3
219	0.3
220	0.3
221	0.3
222	0.3
223	0.3
224	0.3
225	0.3
226	0.3
227	0.3
228	0.3
229	0.25
230	0.25
231	0.4
232	0.14
233	0.23
234	0.17
