No 	 BlockSection 	 TDS_ID 	 startX 	 endX 	 length 
1 	 @0-B39@ 	 39-1.000000-2.000000-39 	 22.905000 	 22.915000 	 0.010000
2 	 @0-B39@ 	 39-2.000000-1.310000-39 	 22.915000 	 22.920000 	 0.005000
1 	 @1-B39@ 	 39-1.310000-4.000000-39 	 22.920000 	 22.935000 	 0.015000
1 	 @0-B40@ 	 40-1.000000-2.000000-40 	 23.035000 	 23.045000 	 0.010000
2 	 @0-B40@ 	 40-2.000000-1.310000-40 	 23.045000 	 23.050000 	 0.005000
1 	 @1-B40@ 	 40-1.310000-4.000000-40 	 23.050000 	 23.065000 	 0.015000
1 	 @0-B41@ 	 41-1.000000-2.000000-41 	 24.135000 	 24.145000 	 0.010000
2 	 @0-B41@ 	 41-2.000000-1.310000-41 	 24.145000 	 24.150000 	 0.005000
1 	 @1-B41@ 	 41-1.310000-4.000000-41 	 24.150000 	 24.165000 	 0.015000
1 	 @0-B42@ 	 42-1.000000-2.000000-42 	 24.270000 	 24.280000 	 0.010000
2 	 @0-B42@ 	 42-2.000000-1.310000-42 	 24.280000 	 24.285000 	 0.005000
1 	 @1-B42@ 	 42-1.310000-4.000000-42 	 24.285000 	 24.300000 	 0.015000
1 	 @0-B43@ 	 43-1.000000-2.000000-43 	 30.055000 	 30.065000 	 0.010000
2 	 @0-B43@ 	 43-2.000000-1.310000-43 	 30.065000 	 30.070000 	 0.005000
1 	 @1-B43@ 	 43-1.310000-4.000000-43 	 30.070000 	 30.085000 	 0.015000
1 	 @0-B44@ 	 44-1.000000-2.000000-44 	 34.695000 	 34.705000 	 0.010000
2 	 @0-B44@ 	 44-2.000000-1.310000-44 	 34.705000 	 34.710000 	 0.005000
1 	 @1-B44@ 	 44-1.310000-4.000000-44 	 34.710000 	 34.725000 	 0.015000
1 	 @0-B45@ 	 45-1.000000-2.000000-45 	 37.355000 	 37.365000 	 0.010000
2 	 @0-B45@ 	 45-2.000000-1.310000-45 	 37.365000 	 37.370000 	 0.005000
1 	 @1-B45@ 	 45-1.310000-4.000000-45 	 37.370000 	 37.385000 	 0.015000
1 	 @0-B46@ 	 46-1.000000-2.000000-46 	 38.065000 	 38.075000 	 0.010000
2 	 @0-B46@ 	 46-2.000000-1.310000-46 	 38.075000 	 38.080000 	 0.005000
1 	 @1-B46@ 	 46-1.310000-4.000000-46 	 38.080000 	 38.095000 	 0.015000
1 	 @0-B47@ 	 47-1.000000-2.000000-47 	 38.250000 	 38.260000 	 0.010000
2 	 @0-B47@ 	 47-2.000000-1.310000-47 	 38.260000 	 38.265000 	 0.005000
1 	 @1-B47@ 	 47-1.310000-4.000000-47 	 38.265000 	 38.280000 	 0.015000
1 	 @0-B48@ 	 48-1.000000-2.000000-48 	 42.105000 	 42.115000 	 0.010000
2 	 @0-B48@ 	 48-2.000000-1.310000-48 	 42.115000 	 42.120000 	 0.005000
1 	 @1-B48@ 	 48-1.310000-4.000000-48 	 42.120000 	 42.135000 	 0.015000
1 	 @0-B49@ 	 49-1.000000-2.000000-49 	 44.985000 	 44.995000 	 0.010000
2 	 @0-B49@ 	 49-2.000000-1.310000-49 	 44.995000 	 45.000000 	 0.005000
1 	 @1-B49@ 	 49-1.310000-4.000000-49 	 45.000000 	 45.015000 	 0.015000
1 	 @0-B50@ 	 50-1.000000-2.000000-50 	 48.375000 	 48.385000 	 0.010000
2 	 @0-B50@ 	 50-2.000000-1.310000-50 	 48.385000 	 48.390000 	 0.005000
1 	 @1-B50@ 	 50-1.310000-4.000000-50 	 48.390000 	 48.405000 	 0.015000
1 	 @0-B51@ 	 51-1.000000-2.000000-51 	 51.975000 	 51.985000 	 0.010000
2 	 @0-B51@ 	 51-2.000000-1.310000-51 	 51.985000 	 51.990000 	 0.005000
1 	 @1-B51@ 	 51-1.310000-4.000000-51 	 51.990000 	 52.005000 	 0.015000
1 	 @0-B52@ 	 52-1.000000-2.000000-52 	 55.725000 	 55.735000 	 0.010000
2 	 @0-B52@ 	 52-2.000000-1.310000-52 	 55.735000 	 55.740000 	 0.005000
1 	 @1-B52@ 	 52-1.310000-4.000000-52 	 55.740000 	 55.755000 	 0.015000
1 	 @0-B53@ 	 53-1.000000-2.000000-53 	 61.685000 	 61.695000 	 0.010000
2 	 @0-B53@ 	 53-2.000000-1.310000-53 	 61.695000 	 61.700000 	 0.005000
1 	 @1-B53@ 	 53-1.310000-4.000000-53 	 61.700000 	 61.715000 	 0.015000
1 	 @0-B54@ 	 54-1.000000-2.000000-54 	 62.185000 	 62.195000 	 0.010000
2 	 @0-B54@ 	 54-2.000000-1.310000-54 	 62.195000 	 62.200000 	 0.005000
1 	 @1-B54@ 	 54-1.310000-4.000000-54 	 62.200000 	 62.215000 	 0.015000
1 	 @0-B55@ 	 55-1.000000-2.000000-55 	 68.095000 	 68.105000 	 0.010000
2 	 @0-B55@ 	 55-2.000000-1.310000-55 	 68.105000 	 68.110000 	 0.005000
1 	 @1-B55@ 	 55-1.310000-4.000000-55 	 68.110000 	 68.125000 	 0.015000
1 	 @0-B56@ 	 56-1.000000-2.000000-56 	 68.860000 	 68.870000 	 0.010000
2 	 @0-B56@ 	 56-2.000000-1.310000-56 	 68.870000 	 68.875000 	 0.005000
1 	 @1-B56@ 	 56-1.310000-4.000000-56 	 68.875000 	 68.890000 	 0.015000
1 	 @0-B57@ 	 57-1.000000-2.000000-57 	 68.985000 	 68.995000 	 0.010000
2 	 @0-B57@ 	 57-2.000000-1.310000-57 	 68.995000 	 69.000000 	 0.005000
1 	 @1-B57@ 	 57-1.310000-4.000000-57 	 69.000000 	 69.015000 	 0.015000
1 	 @0-B58@ 	 58-1.000000-2.000000-58 	 44.245000 	 44.255000 	 0.010000
2 	 @0-B58@ 	 58-2.000000-1.310000-58 	 44.255000 	 44.260000 	 0.005000
1 	 @1-B58@ 	 58-1.310000-4.000000-58 	 44.260000 	 44.275000 	 0.015000
1 	 @0-B59@ 	 59-1.000000-2.000000-59 	 44.440000 	 44.450000 	 0.010000
2 	 @0-B59@ 	 59-2.000000-1.310000-59 	 44.450000 	 44.455000 	 0.005000
1 	 @1-B59@ 	 59-1.310000-4.000000-59 	 44.455000 	 44.470000 	 0.015000
1 	 @0-B60@ 	 60-1.000000-2.000000-60 	 39.460000 	 39.470000 	 0.010000
2 	 @0-B60@ 	 60-2.000000-1.310000-60 	 39.470000 	 39.475000 	 0.005000
1 	 @1-B60@ 	 60-1.310000-4.000000-60 	 39.475000 	 39.490000 	 0.015000
1 	 @0-B61@ 	 61-1.000000-2.000000-61 	 39.480000 	 39.490000 	 0.010000
2 	 @0-B61@ 	 61-2.000000-1.310000-61 	 39.490000 	 39.495000 	 0.005000
1 	 @1-B61@ 	 61-1.310000-4.000000-61 	 39.495000 	 39.510000 	 0.015000
1 	 @0-B62@ 	 62-1.000000-2.000000-62 	 34.315000 	 34.325000 	 0.010000
2 	 @0-B62@ 	 62-2.000000-1.310000-62 	 34.325000 	 34.330000 	 0.005000
1 	 @1-B62@ 	 62-1.310000-4.000000-62 	 34.330000 	 34.345000 	 0.015000
1 	 @0-B63@ 	 63-1.000000-2.000000-63 	 29.405000 	 29.415000 	 0.010000
2 	 @0-B63@ 	 63-2.000000-1.310000-63 	 29.415000 	 29.420000 	 0.005000
1 	 @1-B63@ 	 63-1.310000-4.000000-63 	 29.420000 	 29.435000 	 0.015000
1 	 @0-B64@ 	 64-1.000000-2.000000-64 	 29.325000 	 29.335000 	 0.010000
2 	 @0-B64@ 	 64-2.000000-1.310000-64 	 29.335000 	 29.340000 	 0.005000
1 	 @1-B64@ 	 64-1.310000-4.000000-64 	 29.340000 	 29.355000 	 0.015000
1 	 @0-B65@ 	 65-1.000000-2.000000-65 	 29.440000 	 29.450000 	 0.010000
2 	 @0-B65@ 	 65-2.000000-1.310000-65 	 29.450000 	 29.455000 	 0.005000
1 	 @1-B65@ 	 65-1.310000-4.000000-65 	 29.455000 	 29.470000 	 0.015000
1 	 @0-B66@ 	 66-1.000000-2.000000-66 	 34.335000 	 34.345000 	 0.010000
2 	 @0-B66@ 	 66-2.000000-1.310000-66 	 34.345000 	 34.350000 	 0.005000
1 	 @1-B66@ 	 66-1.310000-4.000000-66 	 34.350000 	 34.365000 	 0.015000
1 	 @0-B67@ 	 67-1.000000-2.000000-67 	 23.690000 	 23.700000 	 0.010000
2 	 @0-B67@ 	 67-2.000000-1.310000-67 	 23.700000 	 23.705000 	 0.005000
1 	 @1-B67@ 	 67-1.310000-4.000000-67 	 23.705000 	 23.720000 	 0.015000
1 	 @0-B68@ 	 68-1.000000-2.000000-68 	 23.750000 	 23.760000 	 0.010000
2 	 @0-B68@ 	 68-2.000000-1.310000-68 	 23.760000 	 23.765000 	 0.005000
1 	 @1-B68@ 	 68-1.310000-4.000000-68 	 23.765000 	 23.780000 	 0.015000
1 	 @0-B69@ 	 69-1.000000-2.000000-69 	 23.750000 	 23.760000 	 0.010000
2 	 @0-B69@ 	 69-2.000000-1.310000-69 	 23.760000 	 23.765000 	 0.005000
1 	 @1-B69@ 	 69-1.310000-4.000000-69 	 23.765000 	 23.780000 	 0.015000
1 	 @0-B70@ 	 70-1.000000-2.000000-70 	 44.400000 	 44.410000 	 0.010000
2 	 @0-B70@ 	 70-2.000000-1.310000-70 	 44.410000 	 44.415000 	 0.005000
1 	 @1-B70@ 	 70-1.310000-4.000000-70 	 44.415000 	 44.430000 	 0.015000
1 	 @0-B71@ 	 71-1.000000-2.000000-71 	 44.300000 	 44.310000 	 0.010000
2 	 @0-B71@ 	 71-2.000000-1.310000-71 	 44.310000 	 44.315000 	 0.005000
1 	 @1-B71@ 	 71-1.310000-4.000000-71 	 44.315000 	 44.330000 	 0.015000
1 	 @0-B72@ 	 72-1.000000-2.000000-72 	 22.073000 	 22.083000 	 0.010000
2 	 @0-B72@ 	 72-2.000000-1.310000-72 	 22.083000 	 22.088000 	 0.005000
1 	 @1-B72@ 	 72-1.310000-4.000000-72 	 22.088000 	 22.103000 	 0.015000
1 	 @0-B73@ 	 73-1.000000-2.000000-73 	 22.485000 	 22.495000 	 0.010000
2 	 @0-B73@ 	 73-2.000000-1.310000-73 	 22.495000 	 22.500000 	 0.005000
1 	 @1-B73@ 	 73-1.310000-4.000000-73 	 22.500000 	 22.515000 	 0.015000
1 	 @0-B74@ 	 74-1.000000-2.000000-74 	 22.640000 	 22.650000 	 0.010000
2 	 @0-B74@ 	 74-2.000000-1.310000-74 	 22.650000 	 22.655000 	 0.005000
1 	 @1-B74@ 	 74-1.310000-4.000000-74 	 22.655000 	 22.670000 	 0.015000
1 	 @0-B75@ 	 75-1.000000-2.000000-75 	 24.740000 	 24.750000 	 0.010000
2 	 @0-B75@ 	 75-2.000000-1.310000-75 	 24.750000 	 24.755000 	 0.005000
1 	 @1-B75@ 	 75-1.310000-4.000000-75 	 24.755000 	 24.770000 	 0.015000
1 	 @0-B76@ 	 76-1.000000-2.000000-76 	 30.425000 	 30.435000 	 0.010000
2 	 @0-B76@ 	 76-2.000000-1.310000-76 	 30.435000 	 30.440000 	 0.005000
1 	 @1-B76@ 	 76-1.310000-4.000000-76 	 30.440000 	 30.455000 	 0.015000
1 	 @0-B77@ 	 77-1.000000-2.000000-77 	 30.435000 	 30.445000 	 0.010000
2 	 @0-B77@ 	 77-2.000000-1.310000-77 	 30.445000 	 30.450000 	 0.005000
1 	 @1-B77@ 	 77-1.310000-4.000000-77 	 30.450000 	 30.465000 	 0.015000
1 	 @0-B78@ 	 78-1.000000-2.000000-78 	 30.820000 	 30.830000 	 0.010000
2 	 @0-B78@ 	 78-2.000000-1.310000-78 	 30.830000 	 30.835000 	 0.005000
1 	 @1-B78@ 	 78-1.310000-4.000000-78 	 30.835000 	 30.850000 	 0.015000
1 	 @0-B79@ 	 79-1.000000-2.000000-79 	 30.990000 	 31.000000 	 0.010000
2 	 @0-B79@ 	 79-2.000000-1.310000-79 	 31.000000 	 31.005000 	 0.005000
1 	 @1-B79@ 	 79-1.310000-4.000000-79 	 31.005000 	 31.020000 	 0.015000
1 	 @0-B80@ 	 80-1.000000-2.000000-80 	 37.225000 	 37.235000 	 0.010000
2 	 @0-B80@ 	 80-2.000000-1.310000-80 	 37.235000 	 37.240000 	 0.005000
1 	 @1-B80@ 	 80-1.310000-4.000000-80 	 37.240000 	 37.255000 	 0.015000
1 	 @0-B81@ 	 81-1.000000-2.000000-81 	 37.300000 	 37.310000 	 0.010000
2 	 @0-B81@ 	 81-2.000000-1.310000-81 	 37.310000 	 37.315000 	 0.005000
1 	 @1-B81@ 	 81-1.310000-4.000000-81 	 37.315000 	 37.330000 	 0.015000
1 	 @0-B82@ 	 82-1.000000-2.000000-82 	 38.245000 	 38.255000 	 0.010000
2 	 @0-B82@ 	 82-2.000000-1.310000-82 	 38.255000 	 38.260000 	 0.005000
1 	 @1-B82@ 	 82-1.310000-4.000000-82 	 38.260000 	 38.275000 	 0.015000
1 	 @0-B83@ 	 83-1.000000-2.000000-83 	 38.325000 	 38.335000 	 0.010000
2 	 @0-B83@ 	 83-2.000000-1.310000-83 	 38.335000 	 38.340000 	 0.005000
1 	 @1-B83@ 	 83-1.310000-4.000000-83 	 38.340000 	 38.355000 	 0.015000
1 	 @0-B84@ 	 84-1.000000-2.000000-84 	 38.805000 	 38.815000 	 0.010000
2 	 @0-B84@ 	 84-2.000000-1.310000-84 	 38.815000 	 38.820000 	 0.005000
1 	 @1-B84@ 	 84-1.310000-4.000000-84 	 38.820000 	 38.835000 	 0.015000
1 	 @0-B85@ 	 85-1.000000-2.000000-85 	 42.074000 	 42.084000 	 0.010000
2 	 @0-B85@ 	 85-2.000000-1.310000-85 	 42.084000 	 42.089000 	 0.005000
1 	 @1-B85@ 	 85-1.310000-4.000000-85 	 42.089000 	 42.104000 	 0.015000
1 	 @0-B86@ 	 86-1.000000-2.000000-86 	 42.495000 	 42.505000 	 0.010000
2 	 @0-B86@ 	 86-2.000000-1.310000-86 	 42.505000 	 42.510000 	 0.005000
1 	 @1-B86@ 	 86-1.310000-4.000000-86 	 42.510000 	 42.525000 	 0.015000
1 	 @0-B87@ 	 87-1.000000-2.000000-87 	 46.720000 	 46.730000 	 0.010000
2 	 @0-B87@ 	 87-2.000000-1.310000-87 	 46.730000 	 46.735000 	 0.005000
1 	 @1-B87@ 	 87-1.310000-4.000000-87 	 46.735000 	 46.750000 	 0.015000
1 	 @0-B88@ 	 88-1.000000-2.000000-88 	 47.330000 	 47.340000 	 0.010000
2 	 @0-B88@ 	 88-2.000000-1.310000-88 	 47.340000 	 47.345000 	 0.005000
1 	 @1-B88@ 	 88-1.310000-4.000000-88 	 47.345000 	 47.360000 	 0.015000
1 	 @0-B89@ 	 89-1.000000-2.000000-89 	 49.260000 	 49.270000 	 0.010000
2 	 @0-B89@ 	 89-2.000000-1.310000-89 	 49.270000 	 49.275000 	 0.005000
1 	 @1-B89@ 	 89-1.310000-4.000000-89 	 49.275000 	 49.290000 	 0.015000
1 	 @0-B90@ 	 90-1.000000-2.000000-90 	 49.675000 	 49.685000 	 0.010000
2 	 @0-B90@ 	 90-2.000000-1.310000-90 	 49.685000 	 49.690000 	 0.005000
1 	 @1-B90@ 	 90-1.310000-4.000000-90 	 49.690000 	 49.705000 	 0.015000
1 	 @0-B91@ 	 91-1.000000-2.000000-91 	 54.858000 	 54.868000 	 0.010000
2 	 @0-B91@ 	 91-2.000000-1.310000-91 	 54.868000 	 54.873000 	 0.005000
1 	 @1-B91@ 	 91-1.310000-4.000000-91 	 54.873000 	 54.888000 	 0.015000
1 	 @0-B92@ 	 92-1.000000-2.000000-92 	 55.014000 	 55.024000 	 0.010000
2 	 @0-B92@ 	 92-2.000000-1.310000-92 	 55.024000 	 55.029000 	 0.005000
1 	 @1-B92@ 	 92-1.310000-4.000000-92 	 55.029000 	 55.044000 	 0.015000
1 	 @0-B93@ 	 93-1.000000-2.000000-93 	 54.891000 	 54.901000 	 0.010000
2 	 @0-B93@ 	 93-2.000000-1.310000-93 	 54.901000 	 54.906000 	 0.005000
1 	 @1-B93@ 	 93-1.310000-4.000000-93 	 54.906000 	 54.921000 	 0.015000
1 	 @0-B94@ 	 94-1.000000-2.000000-94 	 55.155000 	 55.165000 	 0.010000
2 	 @0-B94@ 	 94-2.000000-1.310000-94 	 55.165000 	 55.170000 	 0.005000
1 	 @1-B94@ 	 94-1.310000-4.000000-94 	 55.170000 	 55.185000 	 0.015000
1 	 @0-B95@ 	 95-1.000000-2.000000-95 	 55.335000 	 55.345000 	 0.010000
2 	 @0-B95@ 	 95-2.000000-1.310000-95 	 55.345000 	 55.350000 	 0.005000
1 	 @1-B95@ 	 95-1.310000-4.000000-95 	 55.350000 	 55.365000 	 0.015000
1 	 @0-B96@ 	 96-1.000000-2.000000-96 	 55.335000 	 55.345000 	 0.010000
2 	 @0-B96@ 	 96-2.000000-1.310000-96 	 55.345000 	 55.350000 	 0.005000
1 	 @1-B96@ 	 96-1.310000-4.000000-96 	 55.350000 	 55.365000 	 0.015000
1 	 @0-B97@ 	 97-1.000000-2.000000-97 	 55.900000 	 55.910000 	 0.010000
2 	 @0-B97@ 	 97-2.000000-1.310000-97 	 55.910000 	 55.915000 	 0.005000
1 	 @1-B97@ 	 97-1.310000-4.000000-97 	 55.915000 	 55.930000 	 0.015000
1 	 @0-B98@ 	 98-1.000000-2.000000-98 	 56.000000 	 56.010000 	 0.010000
2 	 @0-B98@ 	 98-2.000000-1.310000-98 	 56.010000 	 56.015000 	 0.005000
1 	 @1-B98@ 	 98-1.310000-4.000000-98 	 56.015000 	 56.030000 	 0.015000
1 	 @0-B99@ 	 99-1.000000-2.000000-99 	 56.000000 	 56.010000 	 0.010000
2 	 @0-B99@ 	 99-2.000000-1.310000-99 	 56.010000 	 56.015000 	 0.005000
1 	 @1-B99@ 	 99-1.310000-4.000000-99 	 56.015000 	 56.030000 	 0.015000
1 	 @0-B100@ 	 100-1.000000-2.000000-100 	 53.212000 	 53.222000 	 0.010000
2 	 @0-B100@ 	 100-2.000000-1.310000-100 	 53.222000 	 53.227000 	 0.005000
1 	 @1-B100@ 	 100-1.310000-4.000000-100 	 53.227000 	 53.242000 	 0.015000
1 	 @0-B101@ 	 101-1.000000-2.000000-101 	 52.415000 	 52.425000 	 0.010000
2 	 @0-B101@ 	 101-2.000000-1.310000-101 	 52.425000 	 52.430000 	 0.005000
1 	 @1-B101@ 	 101-1.310000-4.000000-101 	 52.430000 	 52.445000 	 0.015000
1 	 @0-B102@ 	 102-1.000000-2.000000-102 	 52.300000 	 52.310000 	 0.010000
2 	 @0-B102@ 	 102-2.000000-1.310000-102 	 52.310000 	 52.315000 	 0.005000
1 	 @1-B102@ 	 102-1.310000-4.000000-102 	 52.315000 	 52.330000 	 0.015000
1 	 @0-B103@ 	 103-1.000000-2.000000-103 	 47.405000 	 47.415000 	 0.010000
2 	 @0-B103@ 	 103-2.000000-1.310000-103 	 47.415000 	 47.420000 	 0.005000
1 	 @1-B103@ 	 103-1.310000-4.000000-103 	 47.420000 	 47.435000 	 0.015000
1 	 @0-B104@ 	 104-1.000000-2.000000-104 	 47.315000 	 47.325000 	 0.010000
2 	 @0-B104@ 	 104-2.000000-1.310000-104 	 47.325000 	 47.330000 	 0.005000
1 	 @1-B104@ 	 104-1.310000-4.000000-104 	 47.330000 	 47.345000 	 0.015000
1 	 @0-B105@ 	 105-1.000000-2.000000-105 	 47.214000 	 47.224000 	 0.010000
2 	 @0-B105@ 	 105-2.000000-1.310000-105 	 47.224000 	 47.229000 	 0.005000
1 	 @1-B105@ 	 105-1.310000-4.000000-105 	 47.229000 	 47.244000 	 0.015000
1 	 @0-B106@ 	 106-1.000000-2.000000-106 	 47.275000 	 47.285000 	 0.010000
2 	 @0-B106@ 	 106-2.000000-1.310000-106 	 47.285000 	 47.290000 	 0.005000
1 	 @1-B106@ 	 106-1.310000-4.000000-106 	 47.290000 	 47.305000 	 0.015000
1 	 @0-B107@ 	 107-1.000000-2.000000-107 	 60.155000 	 60.165000 	 0.010000
2 	 @0-B107@ 	 107-2.000000-1.310000-107 	 60.165000 	 60.170000 	 0.005000
1 	 @1-B107@ 	 107-1.310000-4.000000-107 	 60.170000 	 60.185000 	 0.015000
1 	 @0-B108@ 	 108-1.000000-2.000000-108 	 60.460000 	 60.470000 	 0.010000
2 	 @0-B108@ 	 108-2.000000-1.310000-108 	 60.470000 	 60.475000 	 0.005000
1 	 @1-B108@ 	 108-1.310000-4.000000-108 	 60.475000 	 60.490000 	 0.015000
1 	 @0-B109@ 	 109-1.000000-2.000000-109 	 60.465000 	 60.475000 	 0.010000
2 	 @0-B109@ 	 109-2.000000-1.310000-109 	 60.475000 	 60.480000 	 0.005000
1 	 @1-B109@ 	 109-1.310000-4.000000-109 	 60.480000 	 60.495000 	 0.015000
1 	 @0-B110@ 	 110-1.000000-2.000000-110 	 60.985000 	 60.995000 	 0.010000
2 	 @0-B110@ 	 110-2.000000-1.310000-110 	 60.995000 	 61.000000 	 0.005000
1 	 @1-B110@ 	 110-1.310000-4.000000-110 	 61.000000 	 61.015000 	 0.015000
1 	 @0-B111@ 	 111-1.000000-2.000000-111 	 60.960000 	 60.970000 	 0.010000
2 	 @0-B111@ 	 111-2.000000-1.310000-111 	 60.970000 	 60.975000 	 0.005000
1 	 @1-B111@ 	 111-1.310000-4.000000-111 	 60.975000 	 60.990000 	 0.015000
1 	 @0-B112@ 	 112-1.000000-2.000000-112 	 60.820000 	 60.830000 	 0.010000
2 	 @0-B112@ 	 112-2.000000-1.310000-112 	 60.830000 	 60.835000 	 0.005000
1 	 @1-B112@ 	 112-1.310000-4.000000-112 	 60.835000 	 60.850000 	 0.015000
1 	 @0-B113@ 	 113-1.000000-2.000000-113 	 60.835000 	 60.845000 	 0.010000
2 	 @0-B113@ 	 113-2.000000-1.310000-113 	 60.845000 	 60.850000 	 0.005000
1 	 @1-B113@ 	 113-1.310000-4.000000-113 	 60.850000 	 60.865000 	 0.015000
1 	 @0-B114@ 	 114-1.000000-2.000000-114 	 65.295000 	 65.305000 	 0.010000
2 	 @0-B114@ 	 114-2.000000-1.310000-114 	 65.305000 	 65.310000 	 0.005000
1 	 @1-B114@ 	 114-1.310000-4.000000-114 	 65.310000 	 65.325000 	 0.015000
1 	 @0-B115@ 	 115-1.000000-2.000000-115 	 65.418000 	 65.428000 	 0.010000
2 	 @0-B115@ 	 115-2.000000-1.310000-115 	 65.428000 	 65.433000 	 0.005000
1 	 @1-B115@ 	 115-1.310000-4.000000-115 	 65.433000 	 65.448000 	 0.015000
1 	 @0-B116@ 	 116-1.000000-2.000000-116 	 65.920000 	 65.930000 	 0.010000
2 	 @0-B116@ 	 116-2.000000-1.310000-116 	 65.930000 	 65.935000 	 0.005000
1 	 @1-B116@ 	 116-1.310000-4.000000-116 	 65.935000 	 65.950000 	 0.015000
1 	 @0-B117@ 	 117-1.000000-2.000000-117 	 66.020000 	 66.030000 	 0.010000
2 	 @0-B117@ 	 117-2.000000-1.310000-117 	 66.030000 	 66.035000 	 0.005000
1 	 @1-B117@ 	 117-1.310000-4.000000-117 	 66.035000 	 66.050000 	 0.015000
1 	 @0-B118@ 	 118-1.000000-2.000000-118 	 70.900000 	 70.910000 	 0.010000
2 	 @0-B118@ 	 118-2.000000-1.310000-118 	 70.910000 	 70.915000 	 0.005000
1 	 @1-B118@ 	 118-1.310000-4.000000-118 	 70.915000 	 70.930000 	 0.015000
1 	 @0-B119@ 	 119-1.000000-2.000000-119 	 70.970000 	 70.980000 	 0.010000
2 	 @0-B119@ 	 119-2.000000-1.310000-119 	 70.980000 	 70.985000 	 0.005000
1 	 @1-B119@ 	 119-1.310000-4.000000-119 	 70.985000 	 71.000000 	 0.015000
1 	 @0-B120@ 	 120-1.000000-2.000000-120 	 71.685000 	 71.695000 	 0.010000
2 	 @0-B120@ 	 120-2.000000-1.310000-120 	 71.695000 	 71.700000 	 0.005000
1 	 @1-B120@ 	 120-1.310000-4.000000-120 	 71.700000 	 71.715000 	 0.015000
1 	 @0-B121@ 	 121-1.000000-2.000000-121 	 77.780000 	 77.790000 	 0.010000
2 	 @0-B121@ 	 121-2.000000-1.310000-121 	 77.790000 	 77.795000 	 0.005000
1 	 @1-B121@ 	 121-1.310000-4.000000-121 	 77.795000 	 77.810000 	 0.015000
1 	 @0-B122@ 	 122-1.000000-2.000000-122 	 77.935000 	 77.945000 	 0.010000
2 	 @0-B122@ 	 122-2.000000-1.310000-122 	 77.945000 	 77.950000 	 0.005000
1 	 @1-B122@ 	 122-1.310000-4.000000-122 	 77.950000 	 77.965000 	 0.015000
1 	 @0-B123@ 	 123-1.000000-2.000000-123 	 3.140000 	 3.150000 	 0.010000
2 	 @0-B123@ 	 123-2.000000-1.310000-123 	 3.150000 	 3.155000 	 0.005000
1 	 @1-B123@ 	 123-1.310000-4.000000-123 	 3.155000 	 3.170000 	 0.015000
1 	 @0-B124@ 	 124-1.000000-2.000000-124 	 3.485000 	 3.495000 	 0.010000
2 	 @0-B124@ 	 124-2.000000-1.310000-124 	 3.495000 	 3.500000 	 0.005000
1 	 @1-B124@ 	 124-1.310000-4.000000-124 	 3.500000 	 3.515000 	 0.015000
1 	 @0-B125@ 	 125-1.000000-2.000000-125 	 4.030000 	 4.040000 	 0.010000
2 	 @0-B125@ 	 125-2.000000-1.310000-125 	 4.040000 	 4.045000 	 0.005000
1 	 @1-B125@ 	 125-1.310000-4.000000-125 	 4.045000 	 4.060000 	 0.015000
1 	 @0-B126@ 	 126-1.000000-2.000000-126 	 8.655000 	 8.665000 	 0.010000
2 	 @0-B126@ 	 126-2.000000-1.310000-126 	 8.665000 	 8.670000 	 0.005000
1 	 @1-B126@ 	 126-1.310000-4.000000-126 	 8.670000 	 8.685000 	 0.015000
1 	 @0-B127@ 	 127-1.000000-2.000000-127 	 8.760000 	 8.770000 	 0.010000
2 	 @0-B127@ 	 127-2.000000-1.310000-127 	 8.770000 	 8.775000 	 0.005000
1 	 @1-B127@ 	 127-1.310000-4.000000-127 	 8.775000 	 8.790000 	 0.015000
1 	 @0-B128@ 	 128-1.000000-2.000000-128 	 12.255000 	 12.265000 	 0.010000
2 	 @0-B128@ 	 128-2.000000-1.310000-128 	 12.265000 	 12.270000 	 0.005000
1 	 @1-B128@ 	 128-1.310000-4.000000-128 	 12.270000 	 12.285000 	 0.015000
1 	 @0-B129@ 	 129-1.000000-2.000000-129 	 12.335000 	 12.345000 	 0.010000
2 	 @0-B129@ 	 129-2.000000-1.310000-129 	 12.345000 	 12.350000 	 0.005000
1 	 @1-B129@ 	 129-1.310000-4.000000-129 	 12.350000 	 12.365000 	 0.015000
1 	 @0-B130@ 	 130-1.000000-2.000000-130 	 12.252000 	 12.262000 	 0.010000
2 	 @0-B130@ 	 130-2.000000-1.310000-130 	 12.262000 	 12.267000 	 0.005000
1 	 @1-B130@ 	 130-1.310000-4.000000-130 	 12.267000 	 12.282000 	 0.015000
1 	 @0-B131@ 	 131-1.000000-2.000000-131 	 12.335000 	 12.345000 	 0.010000
2 	 @0-B131@ 	 131-2.000000-1.310000-131 	 12.345000 	 12.350000 	 0.005000
1 	 @1-B131@ 	 131-1.310000-4.000000-131 	 12.350000 	 12.365000 	 0.015000
1 	 @0-B132@ 	 132-1.000000-2.000000-132 	 12.750000 	 12.760000 	 0.010000
2 	 @0-B132@ 	 132-2.000000-1.310000-132 	 12.760000 	 12.765000 	 0.005000
1 	 @1-B132@ 	 132-1.310000-4.000000-132 	 12.765000 	 12.780000 	 0.015000
1 	 @0-B133@ 	 133-1.000000-2.000000-133 	 17.300000 	 17.310000 	 0.010000
2 	 @0-B133@ 	 133-2.000000-1.310000-133 	 17.310000 	 17.315000 	 0.005000
1 	 @1-B133@ 	 133-1.310000-4.000000-133 	 17.315000 	 17.330000 	 0.015000
