BlockID StartX[Km] EndX[Km]
@2-blockSets91@ 55.517 55.947
@3-blockSets91@ 55.947 56.377
@4-blockSets91@ 56.377 56.807
@5-blockSets91@ 56.807 57.237
@6-blockSets91@ 57.237 57.667
@7-blockSets91@ 57.667 58.097
@8-blockSets91@ 58.097 58.527
@9-blockSets91@ 58.527 58.708
@10-blockSets91@ 58.708 58.732
@11-blockSets91@ 58.732 58.765
@12-blockSets91@ 58.765 58.8265
@13-blockSets91@ 58.8265 58.875
@0-blockSets92@ 55.081 55.511
@1-blockSets92@ 55.511 55.863
@0-blockSets93@ 55.115 55.1585
@1-blockSets93@ 55.1585 55.2065
@2-blockSets93@ 55.2065 55.231
@3-blockSets93@ 55.231 55.2505
@4-blockSets93@ 55.2505 55.27
@0-blockSets94@ 55.192 55.622
@1-blockSets94@ 55.622 55.624
@0-blockSets95@ 55.216 55.231
@1-blockSets95@ 55.231 55.246
@0-blockSets96@ 55.232 55.662
@1-blockSets96@ 55.662 55.877
@2-blockSets96@ 55.877 55.914
@3-blockSets96@ 55.914 55.941
@4-blockSets96@ 55.941 55.968
@0-blockSets97@ 55.297 55.727
@1-blockSets97@ 55.727 55.872
@0-blockSets98@ 55.899 55.914
@1-blockSets98@ 55.914 55.929
@0-blockSets99@ 56.432 56.862
@1-blockSets99@ 56.862 57.292
@2-blockSets99@ 57.292 57.619
@3-blockSets99@ 57.619 57.722
@4-blockSets99@ 57.722 58.0685
@5-blockSets99@ 58.0685 58.108
@6-blockSets99@ 58.108 58.1265
@7-blockSets99@ 58.1265 58.145
@0-blockSets100@ 56.432 56.4575
@1-blockSets100@ 56.4575 56.483
@2-blockSets100@ 56.483 56.641
@3-blockSets100@ 56.641 56.862
@4-blockSets100@ 56.862 57.0125
@5-blockSets100@ 57.0125 57.048
@6-blockSets100@ 57.048 57.0615
@7-blockSets100@ 57.0615 57.292
@8-blockSets100@ 57.292 57.4285
@9-blockSets100@ 57.4285 57.4555
@10-blockSets100@ 57.4555 57.486
@11-blockSets100@ 57.486 57.5195
@12-blockSets100@ 57.5195 57.722
@13-blockSets100@ 57.722 57.772
@14-blockSets100@ 57.772 57.787
@15-blockSets100@ 57.787 57.972
@16-blockSets100@ 57.972 58.152
@17-blockSets100@ 58.152 58.2585
@18-blockSets100@ 58.2585 58.302
@19-blockSets100@ 58.302 58.3225
@20-blockSets100@ 58.3225 58.343
@0-blockSets101@ 56.468 56.483
@1-blockSets101@ 56.483 56.498
@0-blockSets102@ 56.468 56.488
@1-blockSets102@ 56.488 56.5135
@2-blockSets102@ 56.5135 56.539
@0-blockSets103@ 56.473 56.488
@1-blockSets103@ 56.488 56.503
@0-blockSets104@ 56.71 57.14
@1-blockSets104@ 57.14 57.2245
@2-blockSets104@ 57.2245 57.239
@3-blockSets104@ 57.239 57.271
@4-blockSets104@ 57.271 57.419
@5-blockSets104@ 57.419 57.57
@6-blockSets104@ 57.57 57.6
@7-blockSets104@ 57.6 57.627
@8-blockSets104@ 57.627 57.6575
@9-blockSets104@ 57.6575 57.6905
@10-blockSets104@ 57.6905 57.7215
@11-blockSets104@ 57.7215 57.749
@12-blockSets104@ 57.749 57.772
@13-blockSets104@ 57.772 57.787
@14-blockSets104@ 57.787 58
@15-blockSets104@ 58 58.109
@0-blockSets105@ 56.789 57.219
@1-blockSets105@ 57.219 57.649
@2-blockSets105@ 57.649 57.8535
@3-blockSets105@ 57.8535 58.079
@4-blockSets105@ 58.079 58.182
@5-blockSets105@ 58.182 58.232
@0-blockSets106@ 56.987 57.0375
@1-blockSets106@ 57.0375 57.088
@2-blockSets106@ 57.088 57.103
@3-blockSets106@ 57.103 57.121
@4-blockSets106@ 57.121 57.1475
@5-blockSets106@ 57.1475 57.2865
@6-blockSets106@ 57.2865 57.422
@0-blockSets107@ 56.998 57.023
@1-blockSets107@ 57.023 57.048
@2-blockSets107@ 57.048 57.068
@3-blockSets107@ 57.068 57.088
@0-blockSets108@ 57.028 57.2725
@1-blockSets108@ 57.2725 57.314
@2-blockSets108@ 57.314 57.458
@3-blockSets108@ 57.458 57.613
@0-blockSets109@ 57.033 57.048
@1-blockSets109@ 57.048 57.063
@0-blockSets110@ 57.065 57.0785
@1-blockSets110@ 57.0785 57.119
@2-blockSets110@ 57.119 57.172
@3-blockSets110@ 57.172 57.2015
@4-blockSets110@ 57.2015 57.495
@5-blockSets110@ 57.495 57.6345
@6-blockSets110@ 57.6345 57.6755
@7-blockSets110@ 57.6755 57.707
@0-blockSets111@ 57.069 57.22
@0-blockSets112@ 57.082 57.1405
@1-blockSets112@ 57.1405 57.209
@2-blockSets112@ 57.209 57.239
@3-blockSets112@ 57.239 57.2765
@4-blockSets112@ 57.2765 57.314
@5-blockSets112@ 57.314 57.336
@6-blockSets112@ 57.336 57.512
@7-blockSets112@ 57.512 57.641
@0-blockSets113@ 57.073 57.088
@1-blockSets113@ 57.088 57.103
@0-blockSets114@ 57.108 57.285
@1-blockSets114@ 57.285 57.462
@2-blockSets114@ 57.462 57.538
@3-blockSets114@ 57.538 57.754
@4-blockSets114@ 57.754 57.7705
@5-blockSets114@ 57.7705 57.792
@0-blockSets115@ 57.134 57.3295
@1-blockSets115@ 57.3295 57.524
@2-blockSets115@ 57.524 57.543
@0-blockSets116@ 57.156 57.308
@0-blockSets117@ 57.161 57.3235
@1-blockSets117@ 57.3235 57.486
@2-blockSets117@ 57.486 57.591
@3-blockSets117@ 57.591 57.708
@4-blockSets117@ 57.708 57.736
@0-blockSets118@ 57.188 57.211
@1-blockSets118@ 57.211 57.238
@2-blockSets118@ 57.238 57.395
@3-blockSets118@ 57.395 57.5555
@4-blockSets118@ 57.5555 57.589
@5-blockSets118@ 57.589 57.615
@0-blockSets119@ 57.189 57.367
@1-blockSets119@ 57.367 57.545
@0-blockSets120@ 57.215 57.4345
@1-blockSets120@ 57.4345 57.654
@0-blockSets121@ 57.224 57.381
@1-blockSets121@ 57.381 57.538
@0-blockSets122@ 57.224 57.239
@1-blockSets122@ 57.239 57.254
@0-blockSets123@ 57.252 57.4125
@1-blockSets123@ 57.4125 57.573
@0-blockSets124@ 57.293 57.44
@1-blockSets124@ 57.44 57.587
@0-blockSets125@ 57.299 57.314
@1-blockSets125@ 57.314 57.329
@0-blockSets126@ 57.435 57.5625
@1-blockSets126@ 57.5625 57.69
@0-blockSets127@ 57.447 57.462
@1-blockSets127@ 57.462 57.477
@0-blockSets128@ 57.462 57.4885
@1-blockSets128@ 57.4885 57.515
@0-blockSets129@ 57.471 57.486
@1-blockSets129@ 57.486 57.501
@0-blockSets130@ 57.757 57.772
@1-blockSets130@ 57.772 57.787
@0-blockSets131@ 58.069 58.115
@1-blockSets131@ 58.115 58.2065
@2-blockSets131@ 58.2065 58.499
@3-blockSets131@ 58.499 58.755
@4-blockSets131@ 58.755 58.7715
@5-blockSets131@ 58.7715 58.788
@0-blockSets132@ 58.093 58.108
@1-blockSets132@ 58.108 58.123
@0-blockSets133@ 58.255 58.685
@1-blockSets133@ 58.685 58.788
@0-blockSets134@ 58.287 58.302
@1-blockSets134@ 58.302 58.317
@0-blockSets135@ 58.693 58.7125
@1-blockSets135@ 58.7125 58.732
@2-blockSets135@ 58.732 58.7565
@3-blockSets135@ 58.7565 58.8685
@4-blockSets135@ 58.8685 58.976
@5-blockSets135@ 58.976 58.998
@6-blockSets135@ 58.998 59.0445
@7-blockSets135@ 59.0445 59.089
@8-blockSets135@ 59.089 59.123
@9-blockSets135@ 59.123 59.173
@10-blockSets135@ 59.173 59.333
@11-blockSets135@ 59.333 59.459
@12-blockSets135@ 59.459 59.478
@13-blockSets135@ 59.478 59.4905
@14-blockSets135@ 59.4905 59.503
@0-blockSets136@ 58.694 58.738
@1-blockSets136@ 58.738 58.8885
@2-blockSets136@ 58.8885 59.0265
@3-blockSets136@ 59.0265 59.069
@4-blockSets136@ 59.069 59.1055
@5-blockSets136@ 59.1055 59.131
@0-blockSets137@ 58.723 58.9805
@1-blockSets137@ 58.9805 59.005
@0-blockSets138@ 58.723 58.966
@0-blockSets139@ 58.717 58.732
@1-blockSets139@ 58.732 58.747
@0-blockSets140@ 58.74 58.755
@1-blockSets140@ 58.755 58.77
@0-blockSets141@ 58.791 59.109
@1-blockSets141@ 59.109 59.143
@2-blockSets141@ 59.143 59.173
@3-blockSets141@ 59.173 59.221
@4-blockSets141@ 59.221 59.393
@5-blockSets141@ 59.393 59.416
@6-blockSets141@ 59.416 59.439
@7-blockSets141@ 59.439 59.651
@8-blockSets141@ 59.651 59.7565
@9-blockSets141@ 59.7565 59.777
@10-blockSets141@ 59.777 59.798
@11-blockSets141@ 59.798 59.8215
@12-blockSets141@ 59.8215 59.844
@13-blockSets141@ 59.844 59.8865
@14-blockSets141@ 59.8865 59.947
@15-blockSets141@ 59.947 59.985
@16-blockSets141@ 59.985 60.005
@17-blockSets141@ 60.005 60.025
@0-blockSets142@ 58.808 58.8695
@1-blockSets142@ 58.8695 58.9695
@2-blockSets142@ 58.9695 59.0515
@3-blockSets142@ 59.0515 59.095
@0-blockSets143@ 58.798 58.8955
@1-blockSets143@ 58.8955 59.0005
@2-blockSets143@ 59.0005 59.049
@3-blockSets143@ 59.049 59.09
@4-blockSets143@ 59.09 59.1155
@5-blockSets143@ 59.1155 59.228
@6-blockSets143@ 59.228 59.468
@7-blockSets143@ 59.468 59.658
@8-blockSets143@ 59.658 59.8385
@9-blockSets143@ 59.8385 59.864
@10-blockSets143@ 59.864 59.8835
@11-blockSets143@ 59.8835 59.903
@12-blockSets143@ 59.903 59.9235
@13-blockSets143@ 59.9235 59.944
@14-blockSets143@ 59.944 59.9645
@15-blockSets143@ 59.9645 59.985
@16-blockSets143@ 59.985 60.01
@17-blockSets143@ 60.01 60.088
@18-blockSets143@ 60.088 60.286
@0-blockSets144@ 58.808 58.8255
@1-blockSets144@ 58.8255 58.843
@2-blockSets144@ 58.843 58.888
@3-blockSets144@ 58.888 58.933
@4-blockSets144@ 58.933 58.954
@5-blockSets144@ 58.954 58.975
@6-blockSets144@ 58.975 58.993
@7-blockSets144@ 58.993 59.0455
@8-blockSets144@ 59.0455 59.089
@9-blockSets144@ 59.089 59.133
@10-blockSets144@ 59.133 59.238
@11-blockSets144@ 59.238 59.3535
@12-blockSets144@ 59.3535 59.376
@13-blockSets144@ 59.376 59.399
@14-blockSets144@ 59.399 59.668
@15-blockSets144@ 59.668 59.693
@16-blockSets144@ 59.693 59.715
@17-blockSets144@ 59.715 59.7425
@18-blockSets144@ 59.7425 59.768
@19-blockSets144@ 59.768 59.786
@20-blockSets144@ 59.786 59.804
@21-blockSets144@ 59.804 59.8335
@22-blockSets144@ 59.8335 59.863
@23-blockSets144@ 59.863 59.883
@24-blockSets144@ 59.883 59.903
@25-blockSets144@ 59.903 59.923
@26-blockSets144@ 59.923 59.943
@27-blockSets144@ 59.943 59.963
@28-blockSets144@ 59.963 59.983
@0-blockSets145@ 58.828 58.843
@1-blockSets145@ 58.843 58.858
@0-blockSets146@ 58.828 58.843
@1-blockSets146@ 58.843 58.858
@0-blockSets147@ 58.9 58.9165
@1-blockSets147@ 58.9165 58.933
@2-blockSets147@ 58.933 58.958
@3-blockSets147@ 58.958 58.972
@4-blockSets147@ 58.972 58.984
@5-blockSets147@ 58.984 59.005
@6-blockSets147@ 59.005 59.033
@7-blockSets147@ 59.033 59.09
@8-blockSets147@ 59.09 59.1525
@9-blockSets147@ 59.1525 59.33
@10-blockSets147@ 59.33 59.389
@11-blockSets147@ 59.389 59.412
@12-blockSets147@ 59.412 59.434
@13-blockSets147@ 59.434 59.5305
@14-blockSets147@ 59.5305 59.652
@15-blockSets147@ 59.652 59.703
@16-blockSets147@ 59.703 59.727
@17-blockSets147@ 59.727 59.7475
@18-blockSets147@ 59.7475 59.76
@19-blockSets147@ 59.76 59.799
@20-blockSets147@ 59.799 59.841
@21-blockSets147@ 59.841 59.883
@22-blockSets147@ 59.883 59.919
@23-blockSets147@ 59.919 59.944
@24-blockSets147@ 59.944 59.9645
@25-blockSets147@ 59.9645 59.985
@26-blockSets147@ 59.985 60.007
@27-blockSets147@ 60.007 60.029
@0-blockSets148@ 58.9 58.9195
@1-blockSets148@ 58.9195 58.939
@2-blockSets148@ 58.939 58.957
@3-blockSets148@ 58.957 58.975
@4-blockSets148@ 58.975 58.99
@5-blockSets148@ 58.99 59.005
@6-blockSets148@ 59.005 59.069
@7-blockSets148@ 59.069 59.143
@8-blockSets148@ 59.143 59.1755
@9-blockSets148@ 59.1755 59.33
@10-blockSets148@ 59.33 59.3575
@11-blockSets148@ 59.3575 59.38
@12-blockSets148@ 59.38 59.403
@13-blockSets148@ 59.403 59.5395
@14-blockSets148@ 59.5395 59.6765
@15-blockSets148@ 59.6765 59.7
@16-blockSets148@ 59.7 59.723
@17-blockSets148@ 59.723 59.746
@0-blockSets149@ 58.927 58.9715
@1-blockSets149@ 58.9715 59.016
@2-blockSets149@ 59.016 59.0525
@3-blockSets149@ 59.0525 59.089
@4-blockSets149@ 59.089 59.1145
@5-blockSets149@ 59.1145 59.182
@6-blockSets149@ 59.182 59.2875
@7-blockSets149@ 59.2875 59.357
@8-blockSets149@ 59.357 59.376
@9-blockSets149@ 59.376 59.411
@10-blockSets149@ 59.411 59.52
@11-blockSets149@ 59.52 59.628
@12-blockSets149@ 59.628 59.6725
@13-blockSets149@ 59.6725 59.727
@14-blockSets149@ 59.727 59.7525
@15-blockSets149@ 59.7525 59.787
@16-blockSets149@ 59.787 59.8215
@17-blockSets149@ 59.8215 59.844
@18-blockSets149@ 59.844 60.168
@0-blockSets150@ 58.918 58.933
@1-blockSets150@ 58.933 58.948
@0-blockSets151@ 58.924 58.939
@1-blockSets151@ 58.939 58.954
@0-blockSets152@ 58.96 58.975
@1-blockSets152@ 58.975 58.99
@0-blockSets153@ 58.961 58.976
@1-blockSets153@ 58.976 58.991
@0-blockSets154@ 58.99 59.005
@1-blockSets154@ 59.005 59.02
@0-blockSets155@ 59.01 59.0495
@1-blockSets155@ 59.0495 59.089
@2-blockSets155@ 59.089 59.1145
@3-blockSets155@ 59.1145 59.182
@4-blockSets155@ 59.182 59.305
@5-blockSets155@ 59.305 59.389
@6-blockSets155@ 59.389 59.412
@7-blockSets155@ 59.412 59.44
@8-blockSets155@ 59.44 59.6495
@9-blockSets155@ 59.6495 59.87
@10-blockSets155@ 59.87 59.9035
@11-blockSets155@ 59.9035 59.944
@12-blockSets155@ 59.944 59.9645
@13-blockSets155@ 59.9645 59.985
@14-blockSets155@ 59.985 60.01
@15-blockSets155@ 60.01 60.035
@0-blockSets156@ 59.001 59.016
@1-blockSets156@ 59.016 59.031
@0-blockSets157@ 59.018 59.0535
@1-blockSets157@ 59.0535 59.089
@2-blockSets157@ 59.089 59.1095
@3-blockSets157@ 59.1095 59.13
@0-blockSets158@ 59.018 59.0535
@1-blockSets158@ 59.0535 59.089
@2-blockSets158@ 59.089 59.1095
@3-blockSets158@ 59.1095 59.13
@0-blockSets159@ 59.045 59.0725
@1-blockSets159@ 59.0725 59.105
@2-blockSets159@ 59.105 59.13
@0-blockSets160@ 59.074 59.089
@1-blockSets160@ 59.089 59.104
@0-blockSets161@ 59.074 59.089
@1-blockSets161@ 59.089 59.104
@0-blockSets162@ 59.074 59.089
@1-blockSets162@ 59.089 59.104
@0-blockSets163@ 59.075 59.09
@1-blockSets163@ 59.09 59.105
@0-blockSets164@ 59.205 59.2905
@1-blockSets164@ 59.2905 59.376
@2-blockSets164@ 59.376 59.394
@3-blockSets164@ 59.394 59.412
@4-blockSets164@ 59.412 59.635
@5-blockSets164@ 59.635 59.652
@6-blockSets164@ 59.652 59.6675
@7-blockSets164@ 59.6675 59.693
@8-blockSets164@ 59.693 59.735
@9-blockSets164@ 59.735 59.777
@10-blockSets164@ 59.777 59.8005
@11-blockSets164@ 59.8005 59.827
@12-blockSets164@ 59.827 59.85
@13-blockSets164@ 59.85 59.875
@14-blockSets164@ 59.875 59.9575
@15-blockSets164@ 59.9575 60.035
@0-blockSets165@ 59.214 59.297
@1-blockSets165@ 59.297 59.38
@2-blockSets165@ 59.38 59.398
@3-blockSets165@ 59.398 59.416
@4-blockSets165@ 59.416 59.644
@5-blockSets165@ 59.644 59.7
@6-blockSets165@ 59.7 59.757
@7-blockSets165@ 59.757 59.814
@0-blockSets166@ 59.257 59.3585
@1-blockSets166@ 59.3585 59.459
@2-blockSets166@ 59.459 59.478
@3-blockSets166@ 59.478 59.4955
@4-blockSets166@ 59.4955 59.687
@5-blockSets166@ 59.687 59.864
@6-blockSets166@ 59.864 59.8835
@7-blockSets166@ 59.8835 59.903
@8-blockSets166@ 59.903 59.923
@9-blockSets166@ 59.923 59.943
@10-blockSets166@ 59.943 59.964
@11-blockSets166@ 59.964 59.985
@12-blockSets166@ 59.985 60.012
@13-blockSets166@ 60.012 60.039
@0-blockSets167@ 59.259 59.3175
@1-blockSets167@ 59.3175 59.376
@2-blockSets167@ 59.376 59.394
@3-blockSets167@ 59.394 59.412
@4-blockSets167@ 59.412 59.5065
@5-blockSets167@ 59.5065 59.6305
@6-blockSets167@ 59.6305 59.689
@7-blockSets167@ 59.689 59.804
@8-blockSets167@ 59.804 59.833
@9-blockSets167@ 59.833 59.862
@0-blockSets168@ 59.341 59.3935
@1-blockSets168@ 59.3935 59.446
@0-blockSets169@ 59.341 59.3935
@1-blockSets169@ 59.3935 59.446
@0-blockSets170@ 59.345 59.3985
@1-blockSets170@ 59.3985 59.452
@0-blockSets171@ 59.361 59.376
@1-blockSets171@ 59.376 59.391
@0-blockSets172@ 59.361 59.376
@1-blockSets172@ 59.376 59.391
@0-blockSets173@ 59.365 59.38
@1-blockSets173@ 59.38 59.395
@0-blockSets174@ 59.376 59.394
@1-blockSets174@ 59.394 59.412
@0-blockSets175@ 59.376 59.394
@1-blockSets175@ 59.394 59.412
@0-blockSets176@ 59.38 59.398
@1-blockSets176@ 59.398 59.416
@0-blockSets177@ 59.397 59.412
@1-blockSets177@ 59.412 59.427
@0-blockSets178@ 59.397 59.412
@1-blockSets178@ 59.412 59.427
@0-blockSets179@ 59.401 59.416
@1-blockSets179@ 59.416 59.431
@0-blockSets180@ 59.45 59.469
@1-blockSets180@ 59.469 59.6505
@2-blockSets180@ 59.6505 59.8385
@3-blockSets180@ 59.8385 59.864
@4-blockSets180@ 59.864 59.88
@5-blockSets180@ 59.88 59.903
@0-blockSets181@ 59.463 59.478
@1-blockSets181@ 59.478 59.493
@0-blockSets182@ 59.576 59.865
@1-blockSets182@ 59.865 59.89
@0-blockSets183@ 59.663 59.7565
@1-blockSets183@ 59.7565 59.85
@2-blockSets183@ 59.85 59.875
@3-blockSets183@ 59.875 59.9045
@4-blockSets183@ 59.9045 59.929
@5-blockSets183@ 59.929 60.093
@6-blockSets183@ 60.093 60.1525
@7-blockSets183@ 60.1525 60.211
@0-blockSets184@ 59.678 59.693
@1-blockSets184@ 59.693 59.708
@0-blockSets185@ 59.685 59.7
@1-blockSets185@ 59.7 59.715
@0-blockSets186@ 59.712 59.727
@1-blockSets186@ 59.727 59.742
@0-blockSets187@ 59.727 59.7475
@1-blockSets187@ 59.7475 59.768
@0-blockSets188@ 59.753 59.768
@1-blockSets188@ 59.768 59.783
@0-blockSets189@ 59.762 59.777
@1-blockSets189@ 59.777 59.792
@0-blockSets190@ 59.789 59.804
@1-blockSets190@ 59.804 59.819
@0-blockSets191@ 59.809 59.8265
@1-blockSets191@ 59.8265 59.844
@2-blockSets191@ 59.844 60.0085
@3-blockSets191@ 60.0085 60.173
@0-blockSets192@ 59.809 59.8265
@1-blockSets192@ 59.8265 59.844
@2-blockSets192@ 59.844 59.8655
@3-blockSets192@ 59.8655 59.9995
@4-blockSets192@ 59.9995 60.132
@0-blockSets193@ 59.823 59.863
@1-blockSets193@ 59.863 59.903
@2-blockSets193@ 59.903 59.9235
@3-blockSets193@ 59.9235 59.944
@4-blockSets193@ 59.944 59.9645
@5-blockSets193@ 59.9645 59.985
@6-blockSets193@ 59.985 60.012
@7-blockSets193@ 60.012 60.039
@0-blockSets194@ 59.823 59.863
@1-blockSets194@ 59.863 59.903
@2-blockSets194@ 59.903 59.9455
@3-blockSets194@ 59.9455 59.9985
@4-blockSets194@ 59.9985 60.029
@0-blockSets195@ 59.829 59.844
@1-blockSets195@ 59.844 59.859
@0-blockSets196@ 59.829 59.844
@1-blockSets196@ 59.844 59.859
@0-blockSets197@ 59.835 59.85
@1-blockSets197@ 59.85 59.865
@0-blockSets198@ 59.848 59.863
@1-blockSets198@ 59.863 59.878
@0-blockSets199@ 59.849 59.864
@1-blockSets199@ 59.864 59.879
@0-blockSets200@ 59.849 59.864
@1-blockSets200@ 59.864 59.879
@0-blockSets201@ 59.864 59.921
@1-blockSets201@ 59.921 59.978
@0-blockSets202@ 59.877 59.903
@1-blockSets202@ 59.903 59.929
@2-blockSets202@ 59.929 59.9595
@3-blockSets202@ 59.9595 60.133
@4-blockSets202@ 60.133 60.296
@0-blockSets203@ 59.888 59.903
@1-blockSets203@ 59.903 59.918
@0-blockSets204@ 59.888 59.903
@1-blockSets204@ 59.903 59.918
@0-blockSets205@ 59.888 59.903
@1-blockSets205@ 59.903 59.918
@0-blockSets206@ 59.904 59.9445
@1-blockSets206@ 59.9445 59.985
@2-blockSets206@ 59.985 60.005
@3-blockSets206@ 60.005 60.025
@0-blockSets207@ 59.919 60.112
@0-blockSets208@ 59.914 59.929
@1-blockSets208@ 59.929 59.944
@0-blockSets209@ 59.928 59.943
@1-blockSets209@ 59.943 59.958
@0-blockSets210@ 59.928 59.943
@1-blockSets210@ 59.943 59.958
@0-blockSets211@ 59.929 59.944
@1-blockSets211@ 59.944 59.959
@0-blockSets212@ 59.929 59.944
@1-blockSets212@ 59.944 59.959
@0-blockSets213@ 59.97 59.985
@1-blockSets213@ 59.985 60
@0-blockSets214@ 59.97 59.985
@1-blockSets214@ 59.985 60
@0-blockSets215@ 59.97 59.985
@1-blockSets215@ 59.985 60
@0-blockSets216@ 59.97 59.985
@1-blockSets216@ 59.985 60
@0-blockSets217@ 4.804 5.234
@1-blockSets217@ 5.234 5.664
@2-blockSets217@ 5.664 5.763
@0-blockSets218@ 4.794 5.224
@1-blockSets218@ 5.224 5.654
@2-blockSets218@ 5.654 6.084
@3-blockSets218@ 6.084 6.514
@4-blockSets218@ 6.514 6.944
@5-blockSets218@ 6.944 7.374
@6-blockSets218@ 7.374 7.804
@7-blockSets218@ 7.804 8.234
@8-blockSets218@ 8.234 8.664
@9-blockSets218@ 8.664 9.094
@10-blockSets218@ 9.094 9.524
@11-blockSets218@ 9.524 9.954
@12-blockSets218@ 9.954 10.384
@13-blockSets218@ 10.384 10.814
@14-blockSets218@ 10.814 11.244
@15-blockSets218@ 11.244 11.674
@16-blockSets218@ 11.674 12.104
@17-blockSets218@ 12.104 12.534
@18-blockSets218@ 12.534 12.964
@19-blockSets218@ 12.964 13.394
@20-blockSets218@ 13.394 13.824
@21-blockSets218@ 13.824 14.254
@22-blockSets218@ 14.254 14.684
@23-blockSets218@ 14.684 15.114
@24-blockSets218@ 15.114 15.544
@25-blockSets218@ 15.544 15.974
@26-blockSets218@ 15.974 16.404
@27-blockSets218@ 16.404 17.049
@28-blockSets218@ 17.049 17.694
@29-blockSets218@ 17.694 18.116
@30-blockSets218@ 18.116 18.124
@31-blockSets218@ 18.124 18.2575
@32-blockSets218@ 18.2575 18.298
@0-blockSets219@ 4.811 5.241
@1-blockSets219@ 5.241 5.671
@2-blockSets219@ 5.671 5.764
@0-blockSets220@ 4.801 5.231
@1-blockSets220@ 5.231 5.661
@2-blockSets220@ 5.661 6.091
@3-blockSets220@ 6.091 6.521
@4-blockSets220@ 6.521 6.951
@5-blockSets220@ 6.951 7.381
@6-blockSets220@ 7.381 7.811
@7-blockSets220@ 7.811 8.241
@8-blockSets220@ 8.241 8.671
@9-blockSets220@ 8.671 9.101
@10-blockSets220@ 9.101 9.531
@11-blockSets220@ 9.531 9.961
@12-blockSets220@ 9.961 10.391
@13-blockSets220@ 10.391 10.821
@14-blockSets220@ 10.821 11.251
@15-blockSets220@ 11.251 11.681
@16-blockSets220@ 11.681 12.111
@17-blockSets220@ 12.111 12.541
@18-blockSets220@ 12.541 12.971
@19-blockSets220@ 12.971 13.401
@20-blockSets220@ 13.401 13.831
@21-blockSets220@ 13.831 14.261
@22-blockSets220@ 14.261 14.691
@23-blockSets220@ 14.691 15.121
@24-blockSets220@ 15.121 15.551
@25-blockSets220@ 15.551 15.981
@26-blockSets220@ 15.981 16.411
@27-blockSets220@ 16.411 16.841
@28-blockSets220@ 16.841 17.271
@29-blockSets220@ 17.271 17.701
@30-blockSets220@ 17.701 18.131
@31-blockSets220@ 18.131 18.173
@32-blockSets220@ 18.173 18.2105
@33-blockSets220@ 18.2105 18.314
@34-blockSets220@ 18.314 18.408
@0-blockSets221@ 5.183 5.613
@1-blockSets221@ 5.613 5.982
@0-blockSets222@ 5.221 5.651
@1-blockSets222@ 5.651 5.977
@0-blockSets223@ 18.23 18.2825
@1-blockSets223@ 18.2825 18.335
@0-blockSets224@ 29.846 30.276
@1-blockSets224@ 30.276 30.307
@2-blockSets224@ 30.307 30.334
@3-blockSets224@ 30.334 30.361
@4-blockSets224@ 30.361 30.87
@5-blockSets224@ 30.87 30.886
@0-blockSets225@ 29.846 30.276
@1-blockSets225@ 30.276 30.307
@2-blockSets225@ 30.307 30.334
@3-blockSets225@ 30.334 30.361
@4-blockSets225@ 30.361 30.87
@5-blockSets225@ 30.87 30.9755
@6-blockSets225@ 30.9755 31.025
@0-blockSets226@ 30.266 30.83
@1-blockSets226@ 30.83 30.87
@2-blockSets226@ 30.87 31.126
@3-blockSets226@ 31.126 31.556
@4-blockSets226@ 31.556 31.986
@5-blockSets226@ 31.986 32.416
@6-blockSets226@ 32.416 32.846
@7-blockSets226@ 32.846 33.276
@8-blockSets226@ 33.276 33.706
@9-blockSets226@ 33.706 34.084
@10-blockSets226@ 34.084 34.136
@11-blockSets226@ 34.136 34.566
@12-blockSets226@ 34.566 34.996
@13-blockSets226@ 34.996 35.426
@14-blockSets226@ 35.426 35.856
@15-blockSets226@ 35.856 36.286
@16-blockSets226@ 36.286 36.716
@17-blockSets226@ 36.716 37.146
@18-blockSets226@ 37.146 37.576
@19-blockSets226@ 37.576 38.006
@20-blockSets226@ 38.006 38.436
@21-blockSets226@ 38.436 38.866
@22-blockSets226@ 38.866 39.296
@23-blockSets226@ 39.296 39.726
@24-blockSets226@ 39.726 40.156
@25-blockSets226@ 40.156 40.586
@26-blockSets226@ 40.586 41.016
@27-blockSets226@ 41.016 41.446
@28-blockSets226@ 41.446 41.876
@29-blockSets226@ 41.876 42.306
@30-blockSets226@ 42.306 42.736
@31-blockSets226@ 42.736 43.166
@32-blockSets226@ 43.166 43.47
@33-blockSets226@ 43.47 43.5225
@34-blockSets226@ 43.5225 43.596
@35-blockSets226@ 43.596 44.026
@36-blockSets226@ 44.026 44.456
@37-blockSets226@ 44.456 44.886
@38-blockSets226@ 44.886 45.316
@39-blockSets226@ 45.316 45.738
@0-blockSets227@ 30.266 30.3385
@1-blockSets227@ 30.3385 30.87
@2-blockSets227@ 30.87 31.007
@3-blockSets227@ 31.007 31.126
@4-blockSets227@ 31.126 31.556
@5-blockSets227@ 31.556 31.986
@6-blockSets227@ 31.986 32.416
@7-blockSets227@ 32.416 32.846
@8-blockSets227@ 32.846 33.276
@9-blockSets227@ 33.276 33.706
@10-blockSets227@ 33.706 34.136
@11-blockSets227@ 34.136 34.566
@12-blockSets227@ 34.566 34.996
@13-blockSets227@ 34.996 35.426
@14-blockSets227@ 35.426 35.856
@15-blockSets227@ 35.856 36.286
@16-blockSets227@ 36.286 36.716
@17-blockSets227@ 36.716 37.146
