BlockID StartX[Km] EndX[Km]
@18-blockSets227@ 37.146 37.576
@19-blockSets227@ 37.576 38.006
@20-blockSets227@ 38.006 38.436
@21-blockSets227@ 38.436 38.866
@22-blockSets227@ 38.866 39.296
@23-blockSets227@ 39.296 39.726
@24-blockSets227@ 39.726 40.156
@25-blockSets227@ 40.156 40.586
@26-blockSets227@ 40.586 41.016
@27-blockSets227@ 41.016 41.446
@28-blockSets227@ 41.446 41.876
@29-blockSets227@ 41.876 42.306
@30-blockSets227@ 42.306 42.736
@31-blockSets227@ 42.736 43.166
@32-blockSets227@ 43.166 43.4055
@33-blockSets227@ 43.4055 43.461
@0-blockSets228@ 30.256 30.2815
@1-blockSets228@ 30.2815 30.307
@2-blockSets228@ 30.307 30.334
@3-blockSets228@ 30.334 30.361
@4-blockSets228@ 30.361 30.381
@5-blockSets228@ 30.381 30.401
@0-blockSets229@ 30.256 30.2815
@1-blockSets229@ 30.2815 30.307
@2-blockSets229@ 30.307 30.334
@3-blockSets229@ 30.334 30.361
@4-blockSets229@ 30.361 30.381
@5-blockSets229@ 30.381 30.401
@0-blockSets230@ 30.292 30.307
@1-blockSets230@ 30.307 30.322
@0-blockSets231@ 30.292 30.307
@1-blockSets231@ 30.307 30.322
@0-blockSets232@ 30.346 30.361
@1-blockSets232@ 30.361 30.376
@0-blockSets233@ 30.346 30.361
@1-blockSets233@ 30.361 30.376
@0-blockSets234@ 42.966 43.396
@1-blockSets234@ 43.396 43.566
@0-blockSets235@ 43.36 43.4735
@1-blockSets235@ 43.4735 43.6595
@2-blockSets235@ 43.6595 43.79
@3-blockSets235@ 43.79 44.22
@4-blockSets235@ 44.22 44.65
@5-blockSets235@ 44.65 45.08
@6-blockSets235@ 45.08 45.51
@7-blockSets235@ 45.51 45.94
@8-blockSets235@ 45.94 46.002
@0-blockSets236@ 43.607 43.6745
@1-blockSets236@ 43.6745 43.742
@0-blockSets237@ 1.577 2.007
@1-blockSets237@ 2.007 2.437
@2-blockSets237@ 2.437 2.867
@3-blockSets237@ 2.867 3.297
@4-blockSets237@ 3.297 3.727
@5-blockSets237@ 3.727 4.157
@6-blockSets237@ 4.157 4.587
@7-blockSets237@ 4.587 5.017
@8-blockSets237@ 5.017 5.447
@9-blockSets237@ 5.447 5.877
@10-blockSets237@ 5.877 6.307
@11-blockSets237@ 6.307 6.737
@12-blockSets237@ 6.737 7.167
@13-blockSets237@ 7.167 7.597
@14-blockSets237@ 7.597 8.027
@15-blockSets237@ 8.027 8.457
@16-blockSets237@ 8.457 8.887
@17-blockSets237@ 8.887 9.317
@18-blockSets237@ 9.317 9.747
@19-blockSets237@ 9.747 10.177
@20-blockSets237@ 10.177 10.607
@21-blockSets237@ 10.607 11.037
@22-blockSets237@ 11.037 11.467
@23-blockSets237@ 11.467 11.897
@24-blockSets237@ 11.897 12.327
@25-blockSets237@ 12.327 12.757
@26-blockSets237@ 12.757 13.187
@27-blockSets237@ 13.187 13.617
@28-blockSets237@ 13.617 14.047
@29-blockSets237@ 14.047 14.477
@30-blockSets237@ 14.477 14.907
@31-blockSets237@ 14.907 15.337
@32-blockSets237@ 15.337 15.767
@33-blockSets237@ 15.767 16.197
@34-blockSets237@ 16.197 16.627
@35-blockSets237@ 16.627 17.057
@36-blockSets237@ 17.057 17.487
@37-blockSets237@ 17.487 17.917
@38-blockSets237@ 17.917 18.347
@39-blockSets237@ 18.347 18.777
@40-blockSets237@ 18.777 19.207
@41-blockSets237@ 19.207 19.637
@42-blockSets237@ 19.637 20.067
@43-blockSets237@ 20.067 20.497
@44-blockSets237@ 20.497 20.927
@45-blockSets237@ 20.927 21.357
@46-blockSets237@ 21.357 21.787
@47-blockSets237@ 21.787 22.217
@48-blockSets237@ 22.217 22.647
@49-blockSets237@ 22.647 23.077
@50-blockSets237@ 23.077 23.507
@51-blockSets237@ 23.507 23.937
@52-blockSets237@ 23.937 24.367
@53-blockSets237@ 24.367 24.797
@54-blockSets237@ 24.797 25.227
@55-blockSets237@ 25.227 25.657
@56-blockSets237@ 25.657 26.087
@57-blockSets237@ 26.087 26.517
@58-blockSets237@ 26.517 26.947
@59-blockSets237@ 26.947 27.377
@60-blockSets237@ 27.377 27.807
@61-blockSets237@ 27.807 28.237
@62-blockSets237@ 28.237 28.667
@63-blockSets237@ 28.667 29.097
@64-blockSets237@ 29.097 29.527
@65-blockSets237@ 29.527 29.957
@66-blockSets237@ 29.957 30.387
@67-blockSets237@ 30.387 30.817
@68-blockSets237@ 30.817 31.247
@69-blockSets237@ 31.247 31.677
@70-blockSets237@ 31.677 32.107
@71-blockSets237@ 32.107 32.537
@72-blockSets237@ 32.537 32.967
@73-blockSets237@ 32.967 33.101
@74-blockSets237@ 33.101 33.145
@0-blockSets238@ 2.376 2.806
@1-blockSets238@ 2.806 3.236
@2-blockSets238@ 3.236 3.666
@3-blockSets238@ 3.666 4.096
@4-blockSets238@ 4.096 4.526
@5-blockSets238@ 4.526 4.956
@6-blockSets238@ 4.956 5.386
@7-blockSets238@ 5.386 5.816
@8-blockSets238@ 5.816 6.246
@9-blockSets238@ 6.246 6.676
@10-blockSets238@ 6.676 7.106
@11-blockSets238@ 7.106 7.536
@12-blockSets238@ 7.536 7.966
@13-blockSets238@ 7.966 8.396
@14-blockSets238@ 8.396 8.826
@15-blockSets238@ 8.826 9.256
@16-blockSets238@ 9.256 9.686
@17-blockSets238@ 9.686 10.116
@18-blockSets238@ 10.116 10.546
@19-blockSets238@ 10.546 10.976
@20-blockSets238@ 10.976 11.406
@21-blockSets238@ 11.406 11.836
@22-blockSets238@ 11.836 12.266
@23-blockSets238@ 12.266 12.696
@24-blockSets238@ 12.696 13.126
@25-blockSets238@ 13.126 13.556
@26-blockSets238@ 13.556 13.986
@27-blockSets238@ 13.986 14.416
@28-blockSets238@ 14.416 14.846
@29-blockSets238@ 14.846 15.276
@30-blockSets238@ 15.276 15.706
@31-blockSets238@ 15.706 16.136
@32-blockSets238@ 16.136 16.566
@33-blockSets238@ 16.566 16.996
@34-blockSets238@ 16.996 17.426
@35-blockSets238@ 17.426 17.856
@36-blockSets238@ 17.856 18.286
@37-blockSets238@ 18.286 18.716
@38-blockSets238@ 18.716 19.146
@39-blockSets238@ 19.146 19.576
@40-blockSets238@ 19.576 20.006
@41-blockSets238@ 20.006 20.436
@42-blockSets238@ 20.436 20.866
@43-blockSets238@ 20.866 21.296
@44-blockSets238@ 21.296 21.726
@45-blockSets238@ 21.726 22.156
@46-blockSets238@ 22.156 22.586
@47-blockSets238@ 22.586 23.016
@48-blockSets238@ 23.016 23.446
@49-blockSets238@ 23.446 23.876
@50-blockSets238@ 23.876 24.306
@51-blockSets238@ 24.306 24.736
@52-blockSets238@ 24.736 25.166
@53-blockSets238@ 25.166 25.596
@54-blockSets238@ 25.596 26.026
@55-blockSets238@ 26.026 26.456
@56-blockSets238@ 26.456 26.886
@57-blockSets238@ 26.886 27.316
@58-blockSets238@ 27.316 27.746
@59-blockSets238@ 27.746 28.176
@60-blockSets238@ 28.176 28.606
@61-blockSets238@ 28.606 29.036
@62-blockSets238@ 29.036 29.466
@63-blockSets238@ 29.466 29.896
@64-blockSets238@ 29.896 29.9915
@65-blockSets238@ 29.9915 30.107
@66-blockSets238@ 30.107 30.167
@67-blockSets238@ 30.167 30.597
@68-blockSets238@ 30.597 31.027
@69-blockSets238@ 31.027 31.457
@70-blockSets238@ 31.457 31.887
@71-blockSets238@ 31.887 32.317
@72-blockSets238@ 32.317 32.747
@73-blockSets238@ 32.747 33.147
@74-blockSets238@ 33.147 33.18
@0-blockSets239@ 2.502 2.932
@1-blockSets239@ 2.932 3.362
@2-blockSets239@ 3.362 3.792
@3-blockSets239@ 3.792 4.222
@4-blockSets239@ 4.222 4.652
@5-blockSets239@ 4.652 5.082
@6-blockSets239@ 5.082 5.512
@7-blockSets239@ 5.512 5.942
@8-blockSets239@ 5.942 6.372
@9-blockSets239@ 6.372 6.802
@10-blockSets239@ 6.802 7.232
@11-blockSets239@ 7.232 7.312
@12-blockSets239@ 7.312 7.662
@13-blockSets239@ 7.662 8.092
@14-blockSets239@ 8.092 8.522
@15-blockSets239@ 8.522 8.952
@16-blockSets239@ 8.952 9.382
@17-blockSets239@ 9.382 9.812
@18-blockSets239@ 9.812 10.242
@19-blockSets239@ 10.242 10.672
@20-blockSets239@ 10.672 11.102
@21-blockSets239@ 11.102 11.532
@22-blockSets239@ 11.532 11.962
@23-blockSets239@ 11.962 12.392
@24-blockSets239@ 12.392 12.822
@25-blockSets239@ 12.822 13.252
@26-blockSets239@ 13.252 13.367
@27-blockSets239@ 13.367 13.682
@28-blockSets239@ 13.682 14.112
@29-blockSets239@ 14.112 14.393
@30-blockSets239@ 14.393 14.542
@31-blockSets239@ 14.542 14.972
@32-blockSets239@ 14.972 15.402
@33-blockSets239@ 15.402 15.832
@34-blockSets239@ 15.832 16.262
@35-blockSets239@ 16.262 16.692
@36-blockSets239@ 16.692 17.122
@37-blockSets239@ 17.122 17.552
@38-blockSets239@ 17.552 17.982
@39-blockSets239@ 17.982 18.412
@40-blockSets239@ 18.412 18.842
@41-blockSets239@ 18.842 19.272
@42-blockSets239@ 19.272 19.702
@43-blockSets239@ 19.702 20.132
@44-blockSets239@ 20.132 20.562
@45-blockSets239@ 20.562 20.992
@46-blockSets239@ 20.992 21.422
@47-blockSets239@ 21.422 21.852
@48-blockSets239@ 21.852 22.282
@49-blockSets239@ 22.282 22.712
@50-blockSets239@ 22.712 23.142
@51-blockSets239@ 23.142 23.572
@52-blockSets239@ 23.572 24.002
@53-blockSets239@ 24.002 24.432
@54-blockSets239@ 24.432 24.862
@55-blockSets239@ 24.862 25.292
@56-blockSets239@ 25.292 25.722
@57-blockSets239@ 25.722 26.152
@58-blockSets239@ 26.152 26.582
@59-blockSets239@ 26.582 27.012
@60-blockSets239@ 27.012 27.442
@61-blockSets239@ 27.442 27.872
@62-blockSets239@ 27.872 28.302
@63-blockSets239@ 28.302 28.732
@64-blockSets239@ 28.732 29.162
@65-blockSets239@ 29.162 29.592
@66-blockSets239@ 29.592 30.022
@67-blockSets239@ 30.022 30.065
@0-blockSets240@ 2.632 3.062
@1-blockSets240@ 3.062 3.492
@2-blockSets240@ 3.492 3.922
@3-blockSets240@ 3.922 4.352
@4-blockSets240@ 4.352 4.782
@5-blockSets240@ 4.782 5.212
@6-blockSets240@ 5.212 5.642
@7-blockSets240@ 5.642 6.072
@8-blockSets240@ 6.072 6.502
@9-blockSets240@ 6.502 6.932
@10-blockSets240@ 6.932 7.23
@11-blockSets240@ 7.23 7.362
@12-blockSets240@ 7.362 7.4155
@13-blockSets240@ 7.4155 7.792
@14-blockSets240@ 7.792 8.222
@15-blockSets240@ 8.222 8.321
@16-blockSets240@ 8.321 8.652
@17-blockSets240@ 8.652 9.082
@18-blockSets240@ 9.082 9.512
@19-blockSets240@ 9.512 9.942
@20-blockSets240@ 9.942 10.372
@21-blockSets240@ 10.372 10.802
@22-blockSets240@ 10.802 11.232
@23-blockSets240@ 11.232 11.662
@24-blockSets240@ 11.662 12.092
@25-blockSets240@ 12.092 12.522
@26-blockSets240@ 12.522 12.952
@27-blockSets240@ 12.952 13.382
@28-blockSets240@ 13.382 13.489
@29-blockSets240@ 13.489 13.812
@30-blockSets240@ 13.812 14.242
@31-blockSets240@ 14.242 14.672
@32-blockSets240@ 14.672 15.102
@33-blockSets240@ 15.102 15.532
@34-blockSets240@ 15.532 15.962
@35-blockSets240@ 15.962 16.392
@36-blockSets240@ 16.392 16.822
@37-blockSets240@ 16.822 17.252
@38-blockSets240@ 17.252 17.682
@39-blockSets240@ 17.682 18.112
@40-blockSets240@ 18.112 18.542
@41-blockSets240@ 18.542 18.972
@42-blockSets240@ 18.972 19.402
@43-blockSets240@ 19.402 19.832
@44-blockSets240@ 19.832 20.262
@45-blockSets240@ 20.262 20.692
@46-blockSets240@ 20.692 21.122
@47-blockSets240@ 21.122 21.552
@48-blockSets240@ 21.552 21.982
@49-blockSets240@ 21.982 22.412
@50-blockSets240@ 22.412 22.842
@51-blockSets240@ 22.842 23.272
@52-blockSets240@ 23.272 23.702
@53-blockSets240@ 23.702 24.132
@54-blockSets240@ 24.132 24.562
@55-blockSets240@ 24.562 24.992
@56-blockSets240@ 24.992 25.422
@57-blockSets240@ 25.422 25.852
@58-blockSets240@ 25.852 26.282
@59-blockSets240@ 26.282 26.712
@60-blockSets240@ 26.712 27.142
@61-blockSets240@ 27.142 27.572
@62-blockSets240@ 27.572 28.002
@63-blockSets240@ 28.002 28.212
@64-blockSets240@ 28.212 28.432
@65-blockSets240@ 28.432 28.862
@66-blockSets240@ 28.862 29.292
@67-blockSets240@ 29.292 29.722
@68-blockSets240@ 29.722 30.127
@0-blockSets241@ 5.952 6.382
@1-blockSets241@ 6.382 6.525
@2-blockSets241@ 6.525 6.632
@3-blockSets241@ 6.632 6.812
@4-blockSets241@ 6.812 7.0515
@5-blockSets241@ 7.0515 7.242
@6-blockSets241@ 7.242 7.516
@0-blockSets242@ 5.952 6.382
@1-blockSets242@ 6.382 6.41
@2-blockSets242@ 6.41 6.433
@0-blockSets243@ 5.952 6.382
@1-blockSets243@ 6.382 6.397
@0-blockSets244@ 5.964 6.394
@1-blockSets244@ 6.394 6.647
@0-blockSets245@ 5.996 6.426
@1-blockSets245@ 6.426 6.706
@0-blockSets246@ 6.539 6.617
@0-blockSets247@ 7.095 7.379
@0-blockSets248@ 7.263 7.693
@1-blockSets248@ 7.693 8.123
@2-blockSets248@ 8.123 8.379
@0-blockSets249@ 8.263 8.301
@1-blockSets249@ 8.301 8.459
@0-blockSets250@ 13.088 13.2005
@1-blockSets250@ 13.2005 13.3455
@2-blockSets250@ 13.3455 13.398
@0-blockSets251@ 13.162 13.1915
@1-blockSets251@ 13.1915 13.359
@2-blockSets251@ 13.359 13.517
@0-blockSets252@ 14.44 14.87
@1-blockSets252@ 14.87 15.3
@2-blockSets252@ 15.3 15.467
@0-blockSets253@ 28.107 28.212
@1-blockSets253@ 28.212 28.317
@0-blockSets254@ 28.107 28.212
@1-blockSets254@ 28.212 28.317
@0-blockSets255@ 29.542 29.972
@1-blockSets255@ 29.972 30.402
@2-blockSets255@ 30.402 30.832
@3-blockSets255@ 30.832 31.262
@4-blockSets255@ 31.262 31.3615
@5-blockSets255@ 31.3615 31.692
@6-blockSets255@ 31.692 32.122
@7-blockSets255@ 32.122 32.552
@8-blockSets255@ 32.552 32.982
@9-blockSets255@ 32.982 33.412
@10-blockSets255@ 33.412 33.842
@11-blockSets255@ 33.842 34.272
@12-blockSets255@ 34.272 34.702
@13-blockSets255@ 34.702 35.132
@14-blockSets255@ 35.132 35.562
@15-blockSets255@ 35.562 35.992
@16-blockSets255@ 35.992 36.422
@17-blockSets255@ 36.422 36.852
@18-blockSets255@ 36.852 37.282
@19-blockSets255@ 37.282 37.712
@20-blockSets255@ 37.712 37.87
@0-blockSets256@ 29.542 29.972
@1-blockSets256@ 29.972 30.402
@2-blockSets256@ 30.402 30.832
@3-blockSets256@ 30.832 31.262
@4-blockSets256@ 31.262 31.692
@5-blockSets256@ 31.692 32.122
@6-blockSets256@ 32.122 32.552
@7-blockSets256@ 32.552 32.982
@8-blockSets256@ 32.982 33.412
@9-blockSets256@ 33.412 33.842
@10-blockSets256@ 33.842 34.272
@11-blockSets256@ 34.272 34.702
@12-blockSets256@ 34.702 35.132
@13-blockSets256@ 35.132 35.562
@14-blockSets256@ 35.562 35.992
@15-blockSets256@ 35.992 36.422
@16-blockSets256@ 36.422 36.852
@17-blockSets256@ 36.852 37.282
@18-blockSets256@ 37.282 37.712
@19-blockSets256@ 37.712 37.926
@0-blockSets257@ 29.917 30.147
@1-blockSets257@ 30.147 30.777
@2-blockSets257@ 30.777 31.207
@3-blockSets257@ 31.207 31.32
@0-blockSets258@ 29.918 30.071
@1-blockSets258@ 30.071 30.348
@2-blockSets258@ 30.348 30.778
@3-blockSets258@ 30.778 31.208
@4-blockSets258@ 31.208 31.346
@0-blockSets259@ 49.204 49.304
@1-blockSets259@ 49.304 49.734
@2-blockSets259@ 49.734 50.164
@3-blockSets259@ 50.164 50.594
@4-blockSets259@ 50.594 51
@5-blockSets259@ 51 51.43
@6-blockSets259@ 51.43 51.86
@7-blockSets259@ 51.86 52.29
@8-blockSets259@ 52.29 52.458
@9-blockSets259@ 52.458 52.843
@10-blockSets259@ 52.843 53.273
@11-blockSets259@ 53.273 53.4655
@12-blockSets259@ 53.4655 53.703
@13-blockSets259@ 53.703 54.133
@14-blockSets259@ 54.133 54.323
@15-blockSets259@ 54.323 54.413
@16-blockSets259@ 54.413 54.563
@17-blockSets259@ 54.563 54.993
@18-blockSets259@ 54.993 55.423
@19-blockSets259@ 55.423 55.853
@20-blockSets259@ 55.853 56.283
@21-blockSets259@ 56.283 56.713
@22-blockSets259@ 56.713 57.143
@23-blockSets259@ 57.143 57.573
@24-blockSets259@ 57.573 58.003
@25-blockSets259@ 58.003 58.433
@26-blockSets259@ 58.433 58.863
@27-blockSets259@ 58.863 59.293
@28-blockSets259@ 59.293 59.64
@29-blockSets259@ 59.64 59.66
@30-blockSets259@ 59.66 59.75
@31-blockSets259@ 59.75 59.85
@32-blockSets259@ 59.85 59.95
@33-blockSets259@ 59.95 60.583
@34-blockSets259@ 60.583 60.7265
@35-blockSets259@ 60.7265 60.828
@0-blockSets260@ 52.493 52.923
@1-blockSets260@ 52.923 53.353
@2-blockSets260@ 53.353 53.783
@3-blockSets260@ 53.783 54.213
@4-blockSets260@ 54.213 54.263
@0-blockSets261@ 53.045 53.424
@0-blockSets262@ 54.113 54.323
@1-blockSets262@ 54.323 54.543
@2-blockSets262@ 54.543 54.973
@3-blockSets262@ 54.973 55.403
@4-blockSets262@ 55.403 55.833
@5-blockSets262@ 55.833 56.263
@6-blockSets262@ 56.263 56.693
@7-blockSets262@ 56.693 57.123
@8-blockSets262@ 57.123 57.553
@9-blockSets262@ 57.553 57.983
@10-blockSets262@ 57.983 58.413
@11-blockSets262@ 58.413 58.893
@12-blockSets262@ 58.893 59.55
@13-blockSets262@ 59.55 59.65
@14-blockSets262@ 59.65 59.71
@15-blockSets262@ 59.71 59.75
@16-blockSets262@ 59.75 59.85
@17-blockSets262@ 59.85 59.95
@18-blockSets262@ 59.95 60.563
@19-blockSets262@ 60.563 60.742
@20-blockSets262@ 60.742 60.859
@0-blockSets263@ 55.314 55.744
@1-blockSets263@ 55.744 56.174
@2-blockSets263@ 56.174 56.604
@3-blockSets263@ 56.604 56.704
@4-blockSets263@ 56.704 57.134
@5-blockSets263@ 57.134 57.564
@6-blockSets263@ 57.564 57.994
@7-blockSets263@ 57.994 58.424
@8-blockSets263@ 58.424 58.893
@9-blockSets263@ 58.893 59.284
@10-blockSets263@ 59.284 59.55
@11-blockSets263@ 59.55 59.75
@12-blockSets263@ 59.75 59.95
@13-blockSets263@ 59.95 60.574
@14-blockSets263@ 60.574 61.004
@15-blockSets263@ 61.004 61.434
@16-blockSets263@ 61.434 61.864
@17-blockSets263@ 61.864 62.294
@18-blockSets263@ 62.294 62.724
@19-blockSets263@ 62.724 63.154
@20-blockSets263@ 63.154 63.524
@0-blockSets264@ 55.314 55.744
@1-blockSets264@ 55.744 56.174
@2-blockSets264@ 56.174 56.604
@3-blockSets264@ 56.604 56.729
@4-blockSets264@ 56.729 57.159
@5-blockSets264@ 57.159 57.589
@6-blockSets264@ 57.589 58.019
@7-blockSets264@ 58.019 58.449
@8-blockSets264@ 58.449 58.879
@9-blockSets264@ 58.879 59.309
@10-blockSets264@ 59.309 59.55
@11-blockSets264@ 59.55 59.75
@12-blockSets264@ 59.75 59.95
@13-blockSets264@ 59.95 60.599
@14-blockSets264@ 60.599 61.029
@15-blockSets264@ 61.029 61.459
@16-blockSets264@ 61.459 61.889
@17-blockSets264@ 61.889 62.319
@18-blockSets264@ 62.319 62.749
@19-blockSets264@ 62.749 63.179
@20-blockSets264@ 63.179 63.61
@0-blockSets265@ 54.063 52.466
@0-blockSets266@ 60.893 61.306
@0-blockSets267@ 49.219 49.319
@1-blockSets267@ 49.319 49.749
@2-blockSets267@ 49.749 50.179
@3-blockSets267@ 50.179 50.609
@4-blockSets267@ 50.609 51.039
@5-blockSets267@ 51.039 51.469
@6-blockSets267@ 51.469 51.899
@7-blockSets267@ 51.899 52.329
@8-blockSets267@ 52.329 52.759
@9-blockSets267@ 52.759 53.189
@10-blockSets267@ 53.189 53.428
@0-blockSets0@-0.193000/@0-blockSets4@-0.203000 0 0.216
@1-blockSets0@-0.227000/@0-blockSets5@-0.237000 0.21 0.338
@2-blockSets0@-0.467000/@0-blockSets12@-0.472000 0.43 0.477
@4-blockSets0@-0.517000/@0-blockSets16@-0.527000 0.502 0.852
@0-blockSets1@-0.266000/@0-blockSets7@-0.271000 0.056 0.276
@2-blockSets1@-0.545000/@0-blockSets18@-0.550000 0.486 0.555
@2-blockSets2@-0.673000/@0-blockSets22@-0.678000 0.6365 0.683
@1-blockSets3@-0.590000/@1-blockSets2@-0.600000 0.588 0.6365
@1-blockSets4@-0.229000/@0-blockSets6@-0.239000 0.216 0.372
@2-blockSets4@-0.266000/@0-blockSets7@-0.271000 0.2475 0.276
@4-blockSets4@-0.593000/@0-blockSets20@-0.598000 0.4395 0.603
@6-blockSets4@-0.700000/@0-blockSets24@-0.710000 0.623 0.884
@2-blockSets5@-0.467000/@0-blockSets12@-0.472000 0.453 0.477
@4-blockSets5@-0.505000/@0-blockSets15@-0.510000 0.496 0.515
@6-blockSets5@-0.545000/@0-blockSets18@-0.550000 0.535 0.555
@8-blockSets5@-0.593000/@0-blockSets20@-0.598000 0.579 0.603
@10-blockSets5@-0.673000/@0-blockSets22@-0.678000 0.657 0.683
@12-blockSets5@-0.712000/@0-blockSets25@-0.717000 0.7025 0.722
@14-blockSets5@-0.760000/@0-blockSets26@-0.765000 0.746 0.77
@16-blockSets5@-0.804000/@2-blockSets17@-0.840000 0.792 0.952
@17-blockSets5@-1.420000/@0-blockSets35@-1.430000 1.087 1.472
@1-blockSets6@-0.505000/@0-blockSets15@-0.510000 0.372 0.515
@1-blockSets7@-0.281000/@1-blockSets1@-0.286000 0.276 0.486
@1-blockSets7@-0.281000/@3-blockSets4@-0.286000 0.276 0.4395
@0-blockSets8@-0.429000/@1-blockSets5@-0.439000 0.304 0.453
@0-blockSets9@-0.387000/@1-blockSets10@-0.477000 0.377 0.833
@3-blockSets9@-1.631000/@4-blockSets10@-1.677000 1.237 1.687
@5-blockSets9@-2.027000/@0-blockSets46@-2.075000 1.8515 2.0925
@0-blockSets10@-0.413000/@1-blockSets9@-0.500000 0.403 0.807
@3-blockSets10@-1.631000/@4-blockSets9@-1.676000 1.263 1.8515
@0-blockSets11@-0.437000/@0-blockSets14@-0.501000 0.427 0.549
@5-blockSets11@-2.070000/@1-blockSets46@-2.110000 1.717 2.12
@6-blockSets11@-2.385000/@0-blockSets238@-2.386000 2.147 2.806
@1-blockSets12@-0.482000/@3-blockSets0@-0.487000 0.477 0.502
@1-blockSets12@-0.482000/@3-blockSets5@-0.487000 0.477 0.496
@0-blockSets13@-0.792000/@2-blockSets9@-0.841000 0.494 1.237
@0-blockSets13@-0.792000/@2-blockSets10@-0.882000 0.494 1.263
@1-blockSets14@-0.597000/@1-blockSets11@-0.661000 0.549 0.857
@3-blockSets14@-1.389000/@3-blockSets11@-1.399000 1.351 1.5335
@1-blockSets15@-0.520000/@2-blockSets6@-0.525000 0.515 0.659
@1-blockSets15@-0.520000/@5-blockSets5@-0.525000 0.515 0.535
@0-blockSets17@-0.532000/@0-blockSets19@-0.592000 0.522 0.6195
@6-blockSets17@-1.586000/@4-blockSets11@-1.668000 1.576 1.717
@6-blockSets17@-1.586000/@0-blockSets237@-1.587000 1.576 2.007
@1-blockSets18@-0.560000/@3-blockSets1@-0.565000 0.555 0.762
@1-blockSets18@-0.560000/@7-blockSets5@-0.565000 0.555 0.579
@1-blockSets19@-0.647000/@1-blockSets17@-0.707000 0.6195 0.7735
@3-blockSets19@-1.536000/@4-blockSets17@-1.546000 1.53 1.556
@1-blockSets20@-0.608000/@9-blockSets5@-0.613000 0.603 0.657
@1-blockSets20@-0.608000/@5-blockSets4@-0.613000 0.603 0.623
@0-blockSets21@-0.646000/@0-blockSets23@-0.694000 0.636 0.703
@1-blockSets21@-0.760000/@0-blockSets26@-0.765000 0.703 0.77
@3-blockSets21@-0.810000/@0-blockSets27@-0.820000 0.795 0.843
@4-blockSets21@-0.858000/@0-blockSets28@-0.868000 0.834 1.288
@5-blockSets21@-1.482000/@4-blockSets23@-1.630000 1.066 1.974
@8-blockSets21@-2.502000/@0-blockSets239@-2.512000 2.356 2.932
@1-blockSets22@-0.688000/@3-blockSets2@-0.693000 0.683 0.965
@1-blockSets22@-0.688000/@11-blockSets5@-0.693000 0.683 0.7025
@1-blockSets23@-0.712000/@0-blockSets25@-0.717000 0.703 0.722
@6-blockSets23@-2.632000/@0-blockSets240@-2.642000 2.404 3.062
@1-blockSets25@-0.727000/@13-blockSets5@-0.732000 0.722 0.746
@1-blockSets25@-0.727000/@2-blockSets23@-0.732000 0.722 1.114
@1-blockSets26@-0.775000/@15-blockSets5@-0.780000 0.77 0.792
@1-blockSets26@-0.775000/@2-blockSets21@-0.780000 0.77 0.795
@1-blockSets27@-0.866000/@0-blockSets29@-0.876000 0.843 1.296
@4-blockSets27@-1.672000/@2-blockSets28@-1.736000 1.67 1.746
@20-blockSets27@-7.603000/@20-blockSets29@-7.663000 7.573 7.746
@27-blockSets27@-10.442000/@0-blockSets51@-10.497000 10.27 10.917
@35-blockSets27@-13.553000/@34-blockSets29@-13.612000 13.443 13.6325
@1-blockSets28@-1.458000/@2-blockSets27@-1.520000 1.288 1.5505
@1-blockSets29@-1.361000/@0-blockSets34@-1.371000 1.296 1.471
@3-blockSets29@-1.579000/@18-blockSets5@-1.675000 1.5515 1.685
@8-blockSets29@-3.849000/@0-blockSets48@-3.859000 3.446 4.279
@10-blockSets29@-4.039000/@11-blockSets31@-4.099000 4.0085 4.109
@11-blockSets29@-4.101000/@0-blockSets49@-4.111000 4.07 4.531
@13-blockSets29@-4.835000/@12-blockSets27@-4.895000 4.643 5.11
@19-blockSets29@-7.483000/@19-blockSets27@-7.543000 7.316 7.573
@27-blockSets29@-10.418000/@0-blockSets51@-10.497000 10.326 10.917
@35-blockSets29@-13.653000/@0-blockSets53@-13.663000 13.6325 13.68
@48-blockSets29@-18.952000/@0-blockSets54@-18.962000 18.926 18.967
@58-blockSets29@-22.712000/@0-blockSets55@-22.722000 22.444 23.142
@59-blockSets29@-22.850000/@0-blockSets56@-22.887000 22.833 23.307
@76-blockSets29@-30.354000/@18-blockSets56@-30.392000 30.106 30.402
@77-blockSets29@-30.579000/@0-blockSets63@-30.584000 30.536 30.589
@79-blockSets29@-30.616000/@0-blockSets67@-30.621000 30.6075 30.626
@85-blockSets29@-31.461000/@24-blockSets56@-31.498000 31.4425 31.907
@89-blockSets29@-33.433000/@28-blockSets56@-33.494000 33.116 33.53
@98-blockSets29@-36.722000/@0-blockSets72@-36.790000 36.653 36.85
@99-blockSets29@-36.859000/@38-blockSets56@-36.912000 36.7905 36.944
@103-blockSets29@-38.312000/@44-blockSets56@-38.354000 38.276 38.357
@113-blockSets29@-42.684000/@55-blockSets56@-42.744000 42.576 42.7745
@115-blockSets29@-42.966000/@0-blockSets234@-42.976000 42.9155 43.396
@124-blockSets29@-46.107000/@1-blockSets80@-46.177000 46.0795 46.179
@127-blockSets29@-46.852000/@68-blockSets56@-46.912000 46.792 46.957
@129-blockSets29@-47.152000/@3-blockSets82@-47.231000 47.122 47.362
@133-blockSets29@-48.972000/@0-blockSets84@-48.982000 48.596 49.402
