1	0.0	0
2	0.2	0
3	0.4	0
4	0.6	0
5	0.8	0
6	1.0	0
7	1.2	0
8	1.35	0
9	1.4	0
10	1.6	0
11	1.8	0
12	2.0	0
13	2.2	0
14	2.4	0
15	2.6	0
16	2.8	0
17	3.0	0
18	3.2	0
19	3.4	0
20	3.6	0
21	3.8	0
22	4.0	0
23	4.2	0
24	4.4	0
25	4.6	0
26	4.8	0
27	5.0	0
28	5.2	0
29	5.4	0
30	5.6	0
31	5.8	0
32	6.0	0
33	6.2	0
34	6.4	0
35	6.6	0
36	6.8	0
37	7.0	0
38	7.2	0
39	7.4	0
40	7.6	0
41	7.8	0
42	8.0	0
43	8.103	0
44	8.2	0
45	8.27	0
46	8.4	0
47	8.6	0
48	8.8	0
49	9.0	0
50	9.0	0
51	9.2	0
52	9.4	0
53	9.6	0
54	9.8	0
55	10.0	0
56	10.2	0
57	10.4	0
58	10.6	0
59	10.8	0
60	11.0	0
61	11.2	0
62	11.4	0
63	11.6	0
64	11.8	0
65	12.0	0
66	12.2	0
67	12.4	0
68	12.6	0
69	12.8	0
70	13.0	0
71	13.2	0
72	13.31	0
73	13.315	0
74	13.4	0
75	13.565	0
76	13.6	0
77	13.8	0
78	13.91	0
79	14.0	0
80	14.12	0
81	14.2	0
82	14.201	0
83	14.28	0
84	14.318	0
85	14.4	0
86	14.6	0
87	14.8	0
88	15.0	0
89	15.2	0
90	15.4	0
91	15.6	0
92	15.8	0
93	16.0	0
94	16.1	0
95	16.2	0
96	16.4	0
97	16.6	0
98	16.8	0
99	17.0	0
100	17.2	0
101	17.4	0
102	17.6	0
103	17.8	0
104	18.0	0
105	18.2	0
106	18.4	0
107	18.6	0
108	18.8	0
109	19.0	0
110	19.2	0
111	19.4	0
112	19.6	0
113	19.8	0
114	20.0	0
115	20.15	0
116	20.2	0
117	20.4	0
118	20.47	0
119	20.6	0
120	20.8	0
121	21.0	0
122	21.2	0
123	21.4	0
124	21.6	0
125	21.8	0
126	22.0	0
127	22.2	0
128	22.4	0
129	22.6	0
130	22.8	0
131	23.0	0
132	23.2	0
133	23.4	0
134	23.6	0
135	23.8	0
136	24.0	0
137	24.2	0
138	24.4	0
139	24.6	0
140	24.8	0
141	25.0	0
142	25.2	0
143	25.4	0
144	25.6	0
145	25.8	0
146	26.0	0
147	26.2	0
148	26.4	0
149	26.6	0
150	26.8	0
151	27.0	0
152	27.2	0
153	27.4	0
154	27.6	0
155	27.775	0
156	27.8	0
157	28.0	0
158	28.2	0
159	28.4	0
160	28.6	0
161	28.8	0
162	29.0	0
163	29.2	0
164	29.4	0
165	29.6	0
166	29.8	0
167	30.0	0
168	30.2	0
169	30.4	0
170	30.6	0
171	30.8	0
172	31.0	0
173	31.2	0
174	31.4	0
175	31.6	0
176	31.8	0
177	32.0	0
178	32.2	0
179	32.4	0
180	32.6	0
181	32.8	0
182	33.0	0
183	33.2	0
184	33.4	0
185	33.589999999999996	0
186	33.6	0
187	33.74	0
188	33.8	0
189	34.0	0
190	34.2	0
191	34.4	0
192	34.48	0
193	34.52	0
194	34.6	0
195	34.8	0
196	35.0	0
197	35.2	0
198	35.4	0
199	35.6	0
200	35.8	0
201	36.0	0
202	36.2	0
203	36.4	0
204	36.6	0
205	36.8	0
206	37.0	0
207	37.2	0
208	37.4	0
209	37.6	0
210	37.674	0
211	37.8	0
212	38.0	0
213	38.2	0
214	38.4	0
215	38.6	0
216	38.8	0
217	39.0	0
218	39.2	0
219	39.4	0
220	39.6	0
221	39.8	0
222	40.0	0
223	40.2	0
224	40.4	0
225	40.6	0
226	40.8	0
227	41.0	0
228	41.2	0
229	41.4	0
230	41.6	0
231	41.8	0
232	42.0	0
233	42.2	0
234	42.4	0
235	42.6	0
236	42.62	0
237	42.65	0
238	42.8	0
239	43.0	0
240	43.2	0
241	43.4	0
242	43.6	0
243	43.8	0
244	44.0	0
245	44.2	0
246	44.4	0
247	44.6	0
248	44.8	0
249	45.0	0
250	45.2	0
251	45.4	0
252	45.6	0
253	45.8	0
254	46.0	0
255	46.2	0
256	46.367999999999995	0
257	46.4	0
258	46.425	0
259	46.43	0
260	46.6	0
261	46.67	0
262	46.8	0
263	47.0	0
264	47.2	0
265	47.4	0
266	47.6	0
267	47.8	0
268	48.0	0
269	48.2	0
270	48.4	0
271	48.6	0
272	48.8	0
273	49.0	0
274	49.2	0
275	49.4	0
276	49.6	0
277	49.8	0
278	50.0	0
279	50.2	0
280	50.4	0
281	50.6	0
282	50.8	0
283	51.0	0
284	51.2	0
285	51.4	0
286	51.6	0
287	51.8	0
288	52.0	0
289	52.2	0
290	52.219	0
291	52.4	0
292	52.6	0
293	52.75	0
294	52.8	0
295	53.0	0
296	53.2	0
297	53.4	0
298	53.6	0
299	53.8	0
300	54.0	0
301	54.2	0
302	54.4	0
303	54.6	0
304	54.8	0
305	55.0	0
306	55.2	0
307	55.25	0
308	55.4	0
309	55.6	0
310	55.8	0
311	56.0	0
312	56.2	0
313	56.4	0
314	56.6	0
315	56.8	0
316	57.0	0
317	57.17	0
318	57.2	0
319	57.4	0
320	57.6	0
321	57.8	0
322	58.0	0
323	58.2	0
324	58.4	0
325	58.6	0
326	58.8	0
327	59.0	0
328	59.2	0
329	59.4	0
330	59.6	0
331	59.8	0
332	60.0	0
333	60.17	0
334	60.2	0
335	60.4	0
336	60.6	0
337	60.8	0
338	61.0	0
339	61.2	0
340	61.4	0
341	61.6	0
342	61.8	0
343	62.0	0
344	62.2	0
345	62.4	0
346	62.6	0
347	62.8	0
348	63.0	0
349	63.2	0
350	63.4	0
351	63.6	0
352	63.63	0
353	63.8	0
354	64.0	0
355	64.2	0
356	64.4	0
357	64.6	0
358	64.8	0
359	65.0	0
360	65.2	0
361	65.4	0
362	65.6	0
363	65.8	0
364	66.0	0
365	66.2	0
366	66.4	0
367	66.6	0
368	66.8	0
369	67.0	0
370	67.2	0
371	67.4	0
372	67.6	0
373	67.8	0
374	68.0	0
375	68.2	0
376	68.4	0
377	68.6	0
378	68.8	0
379	69.0	0
380	69.2	0
381	69.4	0
382	69.6	0
383	69.8	0
384	69.9	0
385	70.0	0
386	70.2	0
387	70.4	0
388	70.6	0
389	70.8	0
390	71.0	0
391	71.2	0
392	71.291	0
