0	1.351
1	1.556
2	1.538
3	1.425
4	1.504
5	1.813
6	1.12
7	1.405
8	0.596
9	1.742
10	1.716
11	1.426
12	1.851
13	1.661
14	1.523
15	1.702
16	1.825
17	1.623
18	1.599
19	1.954
20	2.094
21	1.665
22	1.335
23	1.72
24	1.716
25	1.647
26	1.615
27	1.605
28	3.307
29	1.612
30	1.714
31	1.552
32	2.817
33	1.43
34	2.238
35	2.151
36	1.33
37	1.645
38	1.545
39	1.631
40	0.794
41	0.111
42	0.36
